table_no,sheet,band,cell,text
40,2,4,2,Equipment Operators
40,2,5,0,ذكور male
40,2,5,1,إناث female المجموع total
40,2,5,2,ذكور male
40,2,5,3,إناث female المجموع total
40,2,5,4,ذكور male
40,2,5,5,إناث female المجموع total
40,2,5,6,ذكور male
40,2,5,7,إناث female المجموع total
40,3,0,0,أقسام المهن Occupations Groups
40,3,1,0,فئات العمر
40,3,1,1,العاملون غير المصنفين حسب المهن وكذلك الذين
40,3,2,0,المهن الأولية
40,3,2,1,لم تذكر مهنتهم اي )غير مبين(
40,3,2,2,الباحثون عن عمل لأول مرة
40,3,2,3,المجموع الكلي
40,3,3,0,Initial Occupations
40,3,3,1,Not stated & not adequately
40,3,3,2,Seeking work for first time
40,3,3,3,Grand total
40,3,4,0,Age groups
40,3,4,1,defined
40,3,5,0,ذكور male
40,3,5,1,إناث female المجموع total
40,3,5,2,ذكور male
40,3,5,3,إناث female المجموع total
40,3,5,4,ذكور male
40,3,5,5,إناث female المجموع total
40,3,5,6,ذكور male
40,3,5,7,إناث female المجموع total
41,1,0,0,أقسام المهن Occupations Groups
41,1,1,0,فئات العمر
41,1,1,1,أمناء المؤتمرات الشعبية و أمناء اللجان الشعبية
41,1,1,2,المشتغلون بالمهن العلمية والفنية ومن ينتمى إليهم
41,1,2,0,ومساعدوهم وكبار المسئولين في أجهزة الدولة
41,1,2,1,من العلماء
41,1,2,2,الفنيون ومساعدوا أصحاب المهن العلمية
41,1,2,3,الموظفون الإداريون والكتبة
41,1,3,0,ومدراء الأعمال
41,1,4,0,administrative managerial workers
41,1,4,1,professional technical & releted
41,1,4,2,Technical & related Workers
41,1,4,3,clerical & related workers
41,1,5,0,Age groups
41,1,5,1,workers
41,1,6,0,ذكور male
41,1,6,1,إناث female المجموع total
41,1,6,2,ذكور male
41,1,6,3,إناث female المجموع total
41,1,6,4,ذكور male
41,1,6,5,إناث female المجموع total
41,1,6,6,ذكور male
41,1,6,7,إناث female المجموع total
41,2,0,0,أقسام المهن Occupations Groups
41,2,1,0,فئات العمر
41,2,2,0,العاملون بالخدمات والعاملون بالبيع والشراء
41,2,2,1,العاملون بالزراعة وتربية الحيوانات وصيد الاسماك
41,2,2,2,العاملون في الحرف ومن يرتبط إليهم
41,2,2,3,العاملون في تشغيل وتجميع الآلات والمعدات
41,2,3,0,service workers
41,2,3,1,",Agricultural, animal husbandary"
41,2,3,2,Production & related workers
41,2,3,3,Stationary Engine & related
41,2,4,0,Age groups
41,2,4,1,forestry workers & hunters
41,2,4,2,Equipment Operators
41,2,5,0,ذكور male
41,2,5,1,إناث female المجموع total
41,2,5,2,ذكور male
41,2,5,3,إناث female المجموع total
41,2,5,4,ذكور male
41,2,5,5,إناث female المجموع total
41,2,5,6,ذكور male
41,2,5,7,إناث female المجموع total
41,3,0,0,أقسام المهن Occupations Groups
41,3,1,0,فئات العمر
41,3,1,1,العاملون غير المصنفين حسب المهن وكذلك الذين
41,3,2,0,المهن الأولية
41,3,2,1,لم تذكر مهنتهم اي )غير مبين(
41,3,2,2,الباحثون عن عمل لأول مرة
41,3,2,3,المجموع الكلي
41,3,3,0,Initial Occupations
41,3,3,1,Not stated & not adequately
41,3,3,2,Seeking work for first time
41,3,3,3,Grand total
41,3,4,0,Age groups
41,3,4,1,defined
41,3,5,0,ذكور male
41,3,5,1,إناث female المجموع total
41,3,5,2,ذكور male
41,3,5,3,إناث female المجموع total
41,3,5,4,ذكور male
41,3,5,5,إناث female المجموع total
41,3,5,6,ذكور male
41,3,5,7,إناث female المجموع total
42,1,0,0,أقسام المهن Occupations Groups
42,1,1,0,أمناء المؤتمرات الشعبية و أمناء اللجان
42,1,1,1,المشتغلون بالمهن العلمية والفنية ومن ينتمى
42,1,2,0,الشعبية ومساعدوهم وكبار المسئولين في
42,1,2,1,إليهم من العلماء
42,1,2,2,الفنيون ومساعدوا أصحاب المهن العلمية
42,1,2,3,الموظفون الإداريون والكتبة
42,1,3,0,الحالة التعليمية
42,1,3,1,أجهزة الدولة ومدراء الأعمال
42,1,3,2,Educational Status
42,1,4,0,administrative managerial
42,1,4,1,& professional technical
42,1,4,2,Technical & related Workers
42,1,4,3,clerical & related workers
42,1,5,0,workers
42,1,5,1,releted workers
42,1,6,0,ذكور male
42,1,6,1,إناث
42,1,6,2,المجموع
42,1,6,3,ذكور male
42,1,6,4,إناث
42,1,6,5,المجموع
42,1,6,6,ذكور male
42,1,6,7,إناث
42,1,6,8,المجموع
42,1,6,9,ذكور male
42,1,6,10,إناث
42,1,6,11,المجموع
42,1,7,0,female
42,1,7,1,total
42,1,7,2,female
42,1,7,3,total
42,1,7,4,female
42,1,7,5,total
42,1,7,6,female
42,1,7,7,total
42,2,0,0,أقسام المهن Occupations Groups
42,2,1,0,العاملون بالخدمات والعاملون بالبيع والشراء
42,2,1,1,العاملون بالزراعة وتربية الحيوانات وصيد
42,2,1,2,العاملون في الحرف ومن يرتبط إليهم
42,2,1,3,العاملون في تشغيل وتجميع الآلات والمعدات
42,2,2,0,الاسماك
42,2,3,0,الحالة التعليمية
42,2,3,1,service workers & Sales
42,2,3,2,"Agricultural, animal"
42,2,3,3,Stationary Engine & related
42,2,3,4,Educational Status
42,2,4,0,Workers
42,2,4,1,"husbandary, forestry workers"
42,2,4,2,Production & related workers
42,2,4,3,Equipment Operators
42,2,5,0,hunters &
42,2,6,0,ذكور male
42,2,6,1,إناث
42,2,6,2,المجموع
42,2,6,3,ذكور male
42,2,6,4,إناث
42,2,6,5,المجموع
42,2,6,6,ذكور male
42,2,6,7,إناث
42,2,6,8,المجموع
42,2,6,9,ذكور male
42,2,6,10,إناث
42,2,6,11,المجموع
42,2,7,0,female
42,2,7,1,total
42,2,7,2,female
42,2,7,3,total
42,2,7,4,female
42,2,7,5,total
42,2,7,6,female
42,2,7,7,total
42,3,0,0,أقسام المهن Occupations Groups
42,3,1,0,المهن الأولية
42,3,1,1,العاملون غير المصنفين حسب المهن وكذلك
42,3,1,2,الباحثون عن عمل لأول مرة
42,3,1,3,المجموع الكلي
42,3,2,0,الحالة التعليمية
42,3,2,1,الذين لم تذكر مهنتهم اي )غير مبين(
42,3,2,2,Educational Status
42,3,3,0,Initial Occupations
42,3,3,1,Not stated & not adequately
42,3,3,2,Seeking work for first time
42,3,3,3,Grand total
42,3,4,0,defined
42,3,5,0,ذكور male
42,3,5,1,إناث
42,3,5,2,المجموع
42,3,5,3,ذكور male
42,3,5,4,إناث
42,3,5,5,المجموع
42,3,5,6,ذكور male
42,3,5,7,إناث
42,3,5,8,المجموع
42,3,5,9,ذكور male
42,3,5,10,إناث
42,3,5,11,المجموع
42,3,6,0,female
42,3,6,1,total
42,3,6,2,female
42,3,6,3,total
42,3,6,4,female
42,3,6,5,total
42,3,6,6,female
42,3,6,7,total
43,1,0,0,أقسام المهن Occupations Groups
43,1,1,0,أمناء المؤتمرات الشعبية و أمناء اللجان
43,1,1,1,المشتغلون بالمهن العلمية والفنية ومن ينتمى
43,1,2,0,الشعبية وومساعدوهم وكبار المسئولين في
43,1,2,1,إليهم من العلماء
43,1,2,2,الفنيون ومساعدوا أصحاب المهن العلمية
43,1,2,3,الموظفون الإداريون والكتبة
43,1,3,0,الحالة التعليمية
43,1,3,1,أجهزة الدولة و مدراء الأعمال
43,1,3,2,Educational Status
43,1,4,0,administrative managerial
43,1,4,1,& professional technical
43,1,4,2,Technical & related Workers
43,1,4,3,clerical & related workers
43,1,5,0,workers
43,1,5,1,releted workers
43,1,6,0,ذكور male
43,1,6,1,إناث
43,1,6,2,المجموع
43,1,6,3,ذكور male
43,1,6,4,إناث
43,1,6,5,المجموع
43,1,6,6,ذكور male
43,1,6,7,إناث
43,1,6,8,المجموع
43,1,6,9,ذكور male
43,1,6,10,إناث
43,1,6,11,المجموع
43,1,7,0,female
43,1,7,1,total
43,1,7,2,female
43,1,7,3,total
43,1,7,4,female
43,1,7,5,total
43,1,7,6,female
43,1,7,7,total
43,2,0,0,أقسام المهن Occupations Groups
43,2,1,0,العاملون بالخدمات والعاملون بالبيع والشراء
43,2,1,1,العاملون بالزراعة وتربية الحيوانات وصيد
43,2,1,2,العاملون في الحرف ومن يرتبط إليهم
43,2,1,3,العاملون في تشغيل وتجميع الآلات والمعدات
43,2,2,0,الاسماك
43,2,3,0,الحالة التعليمية
43,2,3,1,service workers & Sales
43,2,3,2,"Agricultural, animal"
43,2,3,3,Stationary Engine & related
43,2,3,4,Educational Status
43,2,4,0,Workers
43,2,4,1,"husbandary, forestry workers"
43,2,4,2,Production & related workers
43,2,4,3,Equipment Operators
43,2,5,0,hunters &
43,2,6,0,ذكور male
43,2,6,1,إناث
43,2,6,2,المجموع
43,2,6,3,ذكور male
43,2,6,4,إناث
43,2,6,5,المجموع
43,2,6,6,ذكور male
43,2,6,7,إناث
43,2,6,8,المجموع
43,2,6,9,ذكور male
43,2,6,10,إناث
43,2,6,11,المجموع
43,2,7,0,female
43,2,7,1,total
43,2,7,2,female
43,2,7,3,total
43,2,7,4,female
43,2,7,5,total
43,2,7,6,female
43,2,7,7,total
43,3,0,0,أقسام المهن Occupations Groups
43,3,1,0,المهن الأولية
43,3,1,1,العاملون غير المصنفين حسب المهن وكذلك
43,3,1,2,الباحثون عن عمل لأول مرة
43,3,1,3,المجموع الكلي
43,3,2,0,الحالة التعليمية
43,3,2,1,الذين لم تذكر مهنتهم اي )غير مبين(
43,3,2,2,Educational Status
43,3,3,0,Initial Occupations
43,3,3,1,Not stated & not adequately
43,3,3,2,Seeking work for first time
43,3,3,3,Grand total
43,3,4,0,defined
43,3,5,0,ذكور male
43,3,5,1,إناث
43,3,5,2,المجموع
43,3,5,3,ذكور male
43,3,5,4,إناث
43,3,5,5,المجموع
43,3,5,6,ذكور male
43,3,5,7,إناث
43,3,5,8,المجموع
43,3,5,9,ذكور male
43,3,5,10,إناث
43,3,5,11,المجموع
43,3,6,0,female
43,3,6,1,total
43,3,6,2,female
43,3,6,3,total
43,3,6,4,female
43,3,6,5,total
43,3,6,6,female
43,3,6,7,total
44,1,0,0,أقسام المهن Occupations Groups
44,1,1,0,أمناء المؤتمرات الشعبية و أمناء اللجان
44,1,1,1,المشتغلون بالمهن العلمية والفنية ومن ينتمى
44,1,2,0,الشعبية ومساعدوهم وكبار المسئولين في
44,1,2,1,إليهم من العلماء
44,1,2,2,الفنيون ومساعدوا أصحاب المهن العلمية
44,1,2,3,الموظفون الإداريون والكتبة
44,1,3,0,الحالة الزواجية
44,1,3,1,أجهزة الدولة ومدراء الأعمال
44,1,3,2,Marital Status
44,1,4,0,administrative managerial
44,1,4,1,& professional technical
44,1,4,2,Technical & related Workers
44,1,4,3,clerical & related workers
44,1,5,0,workers
44,1,5,1,releted workers
44,1,6,0,ذكور male
44,1,6,1,إناث
44,1,6,2,المجموع
44,1,6,3,ذكور male
44,1,6,4,إناث
44,1,6,5,المجموع
44,1,6,6,ذكور male
44,1,6,7,إناث
44,1,6,8,المجموع
44,1,6,9,ذكور male
44,1,6,10,إناث
44,1,6,11,المجموع total
44,1,7,0,female
44,1,7,1,total
44,1,7,2,female
44,1,7,3,total
44,1,7,4,female
44,1,7,5,total
44,1,7,6,female
44,2,0,0,أقسام المهن Occupations Groups
44,2,1,0,العاملون بالخدمات والعاملون بالبيع والشراء
44,2,1,1,العاملون بالزراعة وتربية الحيوانات وصيد
44,2,1,2,العاملون في الحرف ومن يرتبط بهم
44,2,1,3,العاملون في تشغيل وتجميع الآلات والمعدات
44,2,2,0,الاسماك
44,2,3,0,الحالة الزواجية
44,2,3,1,"Agricultural, animal"
44,2,3,2,Marital Status
44,2,4,0,service workers & Sales
44,2,4,1,"husbandary, forestry workers"
44,2,4,2,Production & related workers
44,2,4,3,Stationary Engine & related
44,2,5,0,Workers
44,2,5,1,hunters &
44,2,5,2,Equipment Operators
44,2,6,0,ذكور male
44,2,6,1,إناث
44,2,6,2,المجموع
44,2,6,3,ذكور male
44,2,6,4,إناث
44,2,6,5,المجموع
44,2,6,6,ذكور male
44,2,6,7,إناث
44,2,6,8,المجموع
44,2,6,9,ذكور male
44,2,6,10,إناث
44,2,6,11,المجموع total
44,2,7,0,female
44,2,7,1,total
44,2,7,2,female
44,2,7,3,total
44,2,7,4,female
44,2,7,5,total
44,2,7,6,female
44,3,0,0,أقسام المهن Occupations Groups
44,3,1,0,المهن الأولية
44,3,1,1,العاملون غير المصنفين حسب المهن وكذلك
44,3,1,2,الباحثون عن عمل لأول مرة
44,3,1,3,المجموع الكلي
44,3,2,0,الذين لم تذكر مهنتهم اي )غير مبين(
44,3,3,0,الحالة الزواجية
44,3,3,1,Not stated & not adequately
44,3,3,2,Marital Status
44,3,4,0,Initial Occupations
44,3,4,1,defined
44,3,4,2,Seeking work for first time
44,3,4,3,Grand total
44,3,5,0,ذكور male
44,3,5,1,إناث
44,3,5,2,المجموع
44,3,5,3,ذكور male
44,3,5,4,إناث
44,3,5,5,المجموع
44,3,5,6,ذكور male
44,3,5,7,إناث
44,3,5,8,المجموع
44,3,5,9,ذكور male
44,3,5,10,إناث
44,3,5,11,المجموع total
44,3,6,0,female
44,3,6,1,total
44,3,6,2,female
44,3,6,3,total
44,3,6,4,female
44,3,6,5,total
44,3,6,6,female
45,1,0,0,أقسام المهن Occupations Groups
45,1,1,0,أمناء المؤتمرات الشعبية و أمناء اللجان
45,1,1,1,المشتغلون بالمهن العلمية والفنية ومن ينتمى
45,1,2,0,الشعبية ومساعدوهم وكبار المسئولين في
45,1,2,1,إليهم من العلماء
45,1,2,2,الفنيون ومساعدوا أصحاب المهن العلمية
45,1,2,3,الموظفون الإداريون والكتبة
45,1,3,0,الحالة الزواجية
45,1,3,1,أجهزة الدولة ومدراء الأعمال
45,1,3,2,Marital Status
45,1,4,0,administrative managerial
45,1,4,1,& professional technical
45,1,4,2,Technical & related Workers
45,1,4,3,clerical & related workers
45,1,5,0,workers
45,1,5,1,releted workers
45,1,6,0,ذكور male
45,1,6,1,إناث
45,1,6,2,المجموع
45,1,6,3,ذكور male
45,1,6,4,إناث
45,1,6,5,المجموع
45,1,6,6,ذكور male
45,1,6,7,إناث
45,1,6,8,المجموع
45,1,6,9,ذكور male
45,1,6,10,إناث
45,1,6,11,المجموع total
45,1,7,0,female
45,1,7,1,total
45,1,7,2,female
45,1,7,3,total
45,1,7,4,female
45,1,7,5,total
45,1,7,6,female
45,2,0,0,أقسام المهن Occupations Groups
45,2,1,0,العاملون بالخدمات والعاملون بالبيع والشراء
45,2,1,1,العاملون بالزراعة وتربية الحيوانات وصيد
45,2,1,2,العاملون في الحرف ومن يرتبط بهم
