table_no,sheet,band,cell,text
32,2,3,7,إناث female
32,2,3,8,المجموع total
32,2,3,9,ذكور male
32,2,3,10,إناث female
32,2,3,11,المجموع total
32,3,0,0,توزيعات القوة البشرية Man Power Distribution
32,3,1,0,فئات العمر
32,3,1,1,غير قادر على العمل Disabled
32,3,1,2,أخرى others
32,3,1,3,مجموع غير النشطين إقتصادياٌ
32,3,1,4,المجموع الكلى Grand total
32,3,2,0,Age groups
32,3,2,1,Total of Economic in Active
32,3,3,0,ذكور male
32,3,3,1,إناث female
32,3,3,2,المجموع total
32,3,3,3,ذكور male
32,3,3,4,إناث female
32,3,3,5,المجموع total
32,3,3,6,ذكور male
32,3,3,7,إناث female
32,3,3,8,المجموع total
32,3,3,9,ذكور male
32,3,3,10,إناث female
32,3,3,11,المجموع total
33,1,0,0,توزيعات القوة البشرية Man Power Distribution
33,1,1,0,يعمل Employed
33,1,1,1,يبحث عن عمل وسبق له العمل
33,1,1,2,seeking
33,1,1,3,يبحث عن عمل لأول مرة
33,1,1,4,seeking
33,1,1,5,مجموع النشطين إقتصاديا
33,1,1,6,Total
33,1,2,0,الحالة التعليمية
33,1,2,1,work with previous work
33,1,2,2,work for the first time
33,1,2,3,of Economic Activity
33,1,2,4,Educational Status
33,1,3,0,ذكور
33,1,3,1,إناث
33,1,3,2,المجموع
33,1,3,3,ذكور
33,1,3,4,إناث
33,1,3,5,المجموع
33,1,3,6,ذكور
33,1,3,7,إناث
33,1,3,8,المجموع
33,1,3,9,ذكور
33,1,3,10,إناث
33,1,3,11,المجموع
33,1,4,0,male
33,1,4,1,female
33,1,4,2,total
33,1,4,3,male
33,1,4,4,female
33,1,4,5,total
33,1,4,6,male
33,1,4,7,female
33,1,4,8,total
33,1,4,9,male
33,1,4,10,female
33,1,4,11,total
33,2,0,0,توزيعات القوة البشرية Man Power Distribution
33,2,1,0,ربة بيت تعمل House wife work
33,2,1,1,ربة بيت متفرغة لأعمال المنزل House
33,2,1,2,طالب متفرغ للدراسة Student
33,2,1,3,متقاعد أو متقاعدة Retired
33,2,2,0,الحالة التعليمية
33,2,2,1,wife
33,2,2,2,Educational Status
33,2,3,0,ذكور
33,2,3,1,إناث
33,2,3,2,المجموع
33,2,3,3,ذكور
33,2,3,4,إناث
33,2,3,5,المجموع
33,2,3,6,ذكور
33,2,3,7,إناث
33,2,3,8,المجموع
33,2,3,9,ذكور
33,2,3,10,إناث
33,2,3,11,المجموع
33,2,4,0,male
33,2,4,1,female
33,2,4,2,total
33,2,4,3,male
33,2,4,4,female
33,2,4,5,total
33,2,4,6,male
33,2,4,7,female
33,2,4,8,total
33,2,4,9,male
33,2,4,10,female
33,2,4,11,total
33,3,0,0,توزيعات القوة البشرية Man Power Distribution
33,3,1,0,غير قادر على العمل Disabled
33,3,1,1,أخرى others
33,3,1,2,مجموع غير النشطين إقتصادياٌ
33,3,1,3,Total
33,3,1,4,المجموع الكلى Grand total
33,3,2,0,الحالة التعليمية
33,3,2,1,of Economic in Active
33,3,2,2,Educational Status
33,3,3,0,ذكور
33,3,3,1,إناث
33,3,3,2,المجموع
33,3,3,3,ذكور
33,3,3,4,إناث
33,3,3,5,المجموع
33,3,3,6,ذكور
33,3,3,7,إناث
33,3,3,8,المجموع
33,3,3,9,ذكور
33,3,3,10,إناث
33,3,3,11,المجموع
33,3,4,0,male
33,3,4,1,female
33,3,4,2,total
33,3,4,3,male
33,3,4,4,female
33,3,4,5,total
33,3,4,6,male
33,3,4,7,female
33,3,4,8,total
33,3,4,9,male
33,3,4,10,female
33,3,4,11,total
34,1,0,0,توزيعات القوة البشرية Man Power Distribution
34,1,1,0,يعمل Employed
34,1,1,1,يبحث عن عمل وسبق له العمل
34,1,1,2,يبحث عن عمل لأول مرة
34,1,1,3,مجموع النشطين إقتصاديا
34,1,1,4,Total
34,1,2,0,الحالة التعليمية
34,1,2,1,seeking work with previous work
34,1,2,2,seeking work for the first time
34,1,2,3,of Economic Activity
34,1,2,4,Educational Status
34,1,3,0,ذكور
34,1,3,1,إناث
34,1,3,2,المجموع
34,1,3,3,ذكور
34,1,3,4,إناث
34,1,3,5,المجموع
34,1,3,6,ذكور
34,1,3,7,إناث
34,1,3,8,المجموع
34,1,3,9,ذكور
34,1,3,10,إناث
34,1,3,11,المجموع
34,1,4,0,male
34,1,4,1,female
34,1,4,2,total
34,1,4,3,male
34,1,4,4,female
34,1,4,5,total
34,1,4,6,male
34,1,4,7,female
34,1,4,8,total
34,1,4,9,male
34,1,4,10,female
34,1,4,11,total
34,2,0,0,توزيعات القوة البشرية Man Power Distribution
34,2,1,0,ربة بيت تعمل House wife work
34,2,1,1,ربة بيت متفرغة لأعمال المنزل House
34,2,1,2,طالب متفرغ للدراسة Student
34,2,1,3,متقاعد أو متقاعدة Retired
34,2,2,0,الحالة التعليمية
34,2,2,1,wife
34,2,2,2,Educational Status
34,2,3,0,ذكور
34,2,3,1,إناث
34,2,3,2,المجموع
34,2,3,3,ذكور
34,2,3,4,إناث
34,2,3,5,المجموع
34,2,3,6,ذكور
34,2,3,7,إناث
34,2,3,8,المجموع
34,2,3,9,ذكور
34,2,3,10,إناث
34,2,3,11,المجموع
34,2,4,0,male
34,2,4,1,female
34,2,4,2,total
34,2,4,3,male
34,2,4,4,female
34,2,4,5,total
34,2,4,6,male
34,2,4,7,female
34,2,4,8,total
34,2,4,9,male
34,2,4,10,female
34,2,4,11,total
34,3,0,0,توزيعات القوة البشرية Man Power Distribution
34,3,1,0,الحالة التعليمية
34,3,1,1,غير قادر على العمل Disabled
34,3,1,2,أخرى others
34,3,1,3,مجموع غير النشطين إقتصادياٌ
34,3,1,4,المجموع الكلى Grand total
34,3,1,5,Educational Status
34,3,2,0,Total of Economic in Active
34,3,3,0,ذكور
34,3,3,1,إناث
34,3,3,2,المجموع
34,3,3,3,ذكور
34,3,3,4,إناث
34,3,3,5,المجموع
34,3,3,6,ذكور
34,3,3,7,إناث
34,3,3,8,المجموع
34,3,3,9,ذكور
34,3,3,10,إناث
34,3,3,11,المجموع
34,3,4,0,male
34,3,4,1,female
34,3,4,2,total
34,3,4,3,male
34,3,4,4,female
34,3,4,5,total
34,3,4,6,male
34,3,4,7,female
34,3,4,8,total
34,3,4,9,male
34,3,4,10,female
34,3,4,11,total
35,1,0,0,توزيعات القوة البشرية Man Power Distribution
35,1,1,0,الحالة الزواجية
35,1,1,1,يعمل Employed
35,1,1,2,يبحث عن عمل وسبق له العمل
35,1,1,3,seeking
35,1,1,4,يبحث عن عمل لأول مرة
35,1,1,5,مجموع النشطين إقتصاديا
35,1,1,6,Total
35,1,1,7,Marital Status
35,1,2,0,work with previous work
35,1,2,1,seeking work for the first time
35,1,2,2,of Economic Activity
35,1,3,0,ذكور male
35,1,3,1,إناث female
35,1,3,2,المجموع total
35,1,3,3,ذكور male إناث female
35,1,3,4,المجموع total ذكور male إناث female المجموع total ذكور male
35,1,3,5,إناث female
35,1,3,6,المجموع total
35,2,0,0,توزيعات القوة البشرية Man Power Distribution
35,2,1,0,الحالة الزواجية
35,2,1,1,ربة بيت تعمل House wife work
35,2,1,2,ربة بيت متفرغة لأعمال المنزل House wife
35,2,1,3,طالب متفرغ للدراسة Student
35,2,1,4,متقاعد أو متقاعدة Retired
35,2,1,5,Marital Status
35,2,2,0,ذكور male
35,2,2,1,إناث female
35,2,2,2,المجموع total
35,2,2,3,ذكور male إناث female
35,2,2,4,المجموع total
35,2,2,5,ذكور male إناث female المجموع total ذكور male
35,2,2,6,إناث female
35,2,2,7,المجموع total
35,3,0,0,توزيعات القوة البشرية Man Power Distribution
35,3,1,0,الحالة الزواجية
35,3,1,1,غير قادر على العمل Disabled
35,3,1,2,أخرى others
35,3,1,3,مجموع غير النشطين إقتصادياٌ
35,3,1,4,المجموع الكلى Grand total
35,3,1,5,Marital Status
35,3,2,0,Total of Economic in Active
35,3,3,0,ذكور male
35,3,3,1,إناث female
35,3,3,2,المجموع total
35,3,3,3,ذكور male إناث female
35,3,3,4,المجموع total
35,3,3,5,ذكور male إناث female المجموع total ذكور male
35,3,3,6,إناث female
35,3,3,7,المجموع total
36,1,0,0,توزيعات القوة البشرية Man Power Distribution
36,1,1,0,الحالة الزواجية
36,1,1,1,يعمل Employed
36,1,1,2,يبحث عن عمل وسبق له العمل
36,1,1,3,يبحث عن عمل لأول مرة
36,1,1,4,مجموع النشطين إقتصاديا
36,1,1,5,Total of
36,1,1,6,Marital Status
36,1,2,0,seeking work with previous work
36,1,2,1,seeking work for the first time
36,1,2,2,Economic Activity
36,1,3,0,ذكور male
36,1,3,1,إناث female
36,1,3,2,المجموع total
36,1,3,3,ذكور male إناث female
36,1,3,4,المجموع total ذكور male إناث female المجموع total ذكور male
36,1,3,5,إناث female
36,1,3,6,المجموع total
36,2,0,0,توزيعات القوة البشرية Man Power Distribution
36,2,1,0,الحالة الزواجية
36,2,1,1,ربة بيت تعمل House wife work
36,2,1,2,ربة بيت متفرغة لأعمال المنزل House wife
36,2,1,3,طالب متفرغ للدراسة Student
36,2,1,4,متقاعد أو متقاعدة Retired
36,2,1,5,Marital Status
36,2,2,0,ذكور male
36,2,2,1,إناث female
36,2,2,2,المجموع total
36,2,2,3,ذكور male إناث female
36,2,2,4,المجموع total
36,2,2,5,ذكور male إناث female المجموع total ذكور male
36,2,2,6,إناث female
36,2,2,7,المجموع total
36,3,0,0,توزيعات القوة البشرية Man Power Distribution
36,3,1,0,الحالة الزواجية
36,3,1,1,غير قادر على العمل Disabled
36,3,1,2,أخرى others
36,3,1,3,مجموع غير النشطين إقتصادياٌ
36,3,1,4,المجموع الكلى Grand total
36,3,1,5,Marital Status
36,3,2,0,Total of Economic in Active
36,3,3,0,ذكور male
36,3,3,1,إناث female
36,3,3,2,المجموع total
36,3,3,3,ذكور male إناث female
36,3,3,4,المجموع total
36,3,3,5,ذكور male إناث female المجموع total ذكور male
36,3,3,6,إناث female
36,3,3,7,المجموع total
37,1,0,0,أقسام المهن Occupations Groups
37,1,1,0,أمناء المؤتمرات الشعبية و أمناء اللجان الشعبية ومساعدوهم
37,1,1,1,المشتغلون بالمهن العلمية والفنية ومن ينتمى إليهم
37,1,1,2,الفنيون ومساعدوا أصحاب المهن العلمية
37,1,1,3,الموظفون الإداريون والكتبة
37,1,2,0,اسم المحلات
37,1,2,1,وكبار المسئولين في أجهزة الدولة ومدراء الأعمال
37,1,2,2,من العلماء
37,1,3,0,administrative managerial workers
37,1,3,1,professional technical
37,1,3,2,Technical & related Workers
37,1,3,3,clerical & related workers
37,1,4,0,ذكور male
37,1,4,1,إناث female
37,1,4,2,المجموع total
37,1,4,3,ذكور male
37,1,4,4,إناث female المجموع total
37,1,4,5,ذكور male
37,1,4,6,إناث female المجموع total
37,1,4,7,ذكور male
37,1,4,8,إناث female
37,1,4,9,المجموع total
37,2,0,0,أقسام المهن Occupations Groups
37,2,1,0,اسم المحلات
37,2,1,1,العاملون بالخدمات والعاملون بالبيع والشراء
37,2,1,2,العاملون بالزراعة وتربية الحيوانات وصيد الاسماك
37,2,1,3,العاملون في الحرف ومن يرتبط إليهم
37,2,1,4,العاملون في تشغيل وتجميع الآلات والمعدات
37,2,2,0,service workers & Sales Workers
37,2,2,1,",Agricultural, animal husbandary"
37,2,2,2,Production & related workers
37,2,2,3,Stationary Engine & related Equipment
37,2,3,0,ذكور male
37,2,3,1,إناث female
37,2,3,2,المجموع total
37,2,3,3,ذكور male
37,2,3,4,إنا ث female المجموع total
37,2,3,5,ذكور male
37,2,3,6,إناث female المجموع total
37,2,3,7,ذكور male
37,2,3,8,إناث female
37,2,3,9,المجموع total
37,3,0,0,أقسام المهن Occupations Groups
37,3,1,0,المهن الأولية
37,3,1,1,العاملون غير المصنفين حسب المهن وكذلك الذين لم
37,3,1,2,الباحثون عن عمل لأول مرة
37,3,1,3,المجموع الكلي
37,3,2,0,اسم المحلات
37,3,2,1,تذكر مهنتهم اي )غير مبين(
37,3,3,0,Initial Occupations
37,3,3,1,Not stated & not adequately defined
37,3,3,2,Seeking work for first time
37,3,3,3,Grand total
37,3,4,0,ذكور male
37,3,4,1,إناث female
37,3,4,2,المجموع total
37,3,4,3,ذكور male
37,3,4,4,إناث female المجموع total
37,3,4,5,ذكور male
37,3,4,6,إناث female المجموع total
37,3,4,7,ذكور male
37,3,4,8,إناث female
37,3,4,9,المجموع total
37,4,0,0,أقسام المهن Occupations Groups
37,4,1,0,أمناء المؤتمرات الشعبية و أمناء اللجان الشعبية
37,4,1,1,المشتغلون بالمهن العلمية والفنية ومن ينتمى إليهم من
37,4,2,0,وومساعدوهم وكبار المسئولين في أجهزة الدولة و
37,4,2,1,العلماء
37,4,2,2,الفنيون ومساعدوا أصحاب المهن العلمية
37,4,2,3,الموظفون الإداريون والكتبة
37,4,3,0,اسم المحلات
37,4,3,1,مدراء الأعمال
37,4,4,0,administrative managerial workers
37,4,4,1,professional technical
37,4,4,2,Technical & related Workers
37,4,4,3,clerical & related workers
37,4,5,0,ذكور male
37,4,5,1,إناث female
37,4,5,2,المجموع total
37,4,5,3,ذكور male
37,4,5,4,إناث female
37,4,5,5,المجموع total
37,4,5,6,ذكور male
37,4,5,7,إناث female
37,4,5,8,المجموع total
37,4,5,9,ذكور male
37,4,5,10,إناث female
37,4,5,11,المجموع total
37,5,0,0,أقسام المهن Occupations Groups
37,5,1,0,العاملون بالخدمات والعاملون بالبيع والشراء
37,5,1,1,العاملون بالزراعة وتربية الحيوانات وصيد الاسماك
37,5,1,2,العاملون في الحرف ومن يرتبط إليهم
37,5,1,3,العاملون في تشغيل وتجميع الآلات والمعدات
37,5,2,0,اسم المحلات
37,5,2,1,",Agricultural, animal husbandary"
37,5,2,2,Stationary Engine & related
37,5,3,0,service workers & Sales Workers
37,5,3,1,forestry workers & hunters
37,5,3,2,Production & related workers
37,5,3,3,Equipment Operators
37,5,4,0,ذكور male
37,5,4,1,إناث female
37,5,4,2,المجموع total
37,5,4,3,ذكور male
37,5,4,4,إناث female
37,5,4,5,المجموع total
37,5,4,6,ذكور male
37,5,4,7,إناث female
37,5,4,8,المجموع total
37,5,4,9,ذكور male
37,5,4,10,إناث female
37,5,4,11,المجموع total
37,6,0,0,أقسام المهن Occupations Groups
37,6,1,0,المهن الأولية
37,6,1,1,العاملون غير المصنفين حسب المهن وكذلك الذين لم
37,6,1,2,الباحثون عن عمل لأول مرة
37,6,1,3,المجموع الكلي
37,6,2,0,اسم المحلات
37,6,2,1,تذكر مهنتهم اي )غير مبين(
37,6,3,0,Initial Occupations
37,6,3,1,Not stated & not adequately defined
37,6,3,2,Seeking work for first time
37,6,3,3,Grand total
37,6,4,0,ذكور male
37,6,4,1,إناث female
37,6,4,2,المجموع total
37,6,4,3,ذكور male
37,6,4,4,إناث female
37,6,4,5,المجموع total
37,6,4,6,ذكور male
37,6,4,7,إناث female
37,6,4,8,المجموع total
37,6,4,9,ذكور male
37,6,4,10,إناث female
37,6,4,11,المجموع total
37,7,0,0,أقسام المهن Occupations Groups
37,7,1,0,أمناء المؤتمرات الشعبية و أمناء اللجان الشعبية
37,7,1,1,المشتغلون بالمهن العلمية والفنية ومن ينتمى إليهم من
37,7,2,0,وومساعدوهم وكبار المسئولين في أجهزة الدولة و
37,7,2,1,العلماء
37,7,2,2,الفنيون ومساعدوا أصحاب المهن العلمية
37,7,2,3,الموظفون الإداريون والكتبة
37,7,3,0,اسم المحلات
37,7,3,1,مدراء الأعمال
37,7,4,0,administrative managerial workers
37,7,4,1,professional technical
37,7,4,2,Technical & related Workers
37,7,4,3,clerical & related workers
37,7,5,0,ذكور male
37,7,5,1,إناث female
37,7,5,2,المجموع total
37,7,5,3,ذكور male
37,7,5,4,إناث female
37,7,5,5,المجموع total
37,7,5,6,ذكور male
37,7,5,7,إناث female
37,7,5,8,المجموع total
37,7,5,9,ذكور male
37,7,5,10,إناث female
37,7,5,11,المجموع total
37,8,0,0,أقسام المهن Occupations Groups
37,8,1,0,العاملون بالخدمات والعاملون بالبيع والشراء
37,8,1,1,العاملون بالزراعة وتربية الحيوانات وصيد الاسماك
37,8,1,2,العاملون في الحرف ومن يرتبط إليهم
37,8,1,3,العاملون في تشغيل وتجميع الآلات والمعدات
37,8,2,0,اسم المحلات
37,8,2,1,",Agricultural, animal husbandary"
37,8,2,2,Stationary Engine & related
37,8,3,0,service workers & Sales Workers
37,8,3,1,forestry workers & hunters
37,8,3,2,Production & related workers
37,8,3,3,Equipment Operators
37,8,4,0,ذكور male
37,8,4,1,إناث female
37,8,4,2,المجموع total
37,8,4,3,ذكور male
37,8,4,4,إناث female
37,8,4,5,المجموع total
37,8,4,6,ذكور male
37,8,4,7,إناث female
37,8,4,8,المجموع total
37,8,4,9,ذكور male
37,8,4,10,إناث female
37,8,4,11,المجموع total
37,9,0,0,أقسام المهن Occupations Groups
37,9,1,0,المهن الأولية
37,9,1,1,العاملون غير المصنفين حسب المهن وكذلك الذين لم
37,9,1,2,الباحثون عن عمل لأول مرة
37,9,1,3,المجموع الكلي
37,9,2,0,اسم المحلات
37,9,2,1,تذكر مهنتهم اي )غير مبين(
37,9,3,0,Initial Occupations
37,9,3,1,Not stated & not adequately defined
37,9,3,2,Seeking work for first time
37,9,3,3,Grand total
37,9,4,0,ذكور male
37,9,4,1,إناث female
37,9,4,2,المجموع total
37,9,4,3,ذكور male
37,9,4,4,إناث female
37,9,4,5,المجموع total
37,9,4,6,ذكور male
37,9,4,7,إناث female
37,9,4,8,المجموع total
37,9,4,9,ذكور male
37,9,4,10,إناث female
37,9,4,11,المجموع total
38,1,0,0,أقسام المهن Occupations Groups
38,1,1,0,أمناء المؤتمرات الشعبية و أمناء اللجان الشعبية
38,1,1,1,المشتغلون بالمهن العلمية والفنية ومن ينتمى إليهم
38,1,1,2,الفنيون ومساعدوا أصحاب المهن العلمية
38,1,1,3,الموظفون الإداريون والكتبة
38,1,2,0,اسم المحلات
38,1,2,1,ومساعدوهم وكبار المسئولين في أجهزة الدولة ومدراء
38,1,2,2,من العلماء
38,1,3,0,gerial workersاaلأanالadministrative m
38,1,3,1,professional technical
38,1,3,2,Technical & related Workers
38,1,3,3,clerical & related workers
38,1,4,0,ذكور male
38,1,4,1,إناث female
38,1,4,2,المجموع total
38,1,4,3,ذكور male
38,1,4,4,إناث female المجموع total
38,1,4,5,ذكور male
38,1,4,6,إناث female المجموع total
38,1,4,7,ذكور male
38,1,4,8,إناث female
38,1,4,9,المجموع total
38,2,0,0,أقسام المهن Occupations Groups
38,2,1,0,اسم المحلات
38,2,1,1,العاملون بالخدمات والعاملون بالبيع والشراء
38,2,1,2,العاملون بالزراعة وتربية الحيوانات وصيد الاسماك
38,2,1,3,العاملون في الحرف ومن يرتبط إليهم
38,2,1,4,العاملون في تشغيل وتجميع الآلات والمعدات
38,2,2,0,service workers & Sales Workers
38,2,2,1,",Agricultural, animal husbandary"
38,2,2,2,Production & related workers
38,2,2,3,Stationary Engine & related
38,2,3,0,ذكور male
38,2,3,1,إناث female
38,2,3,2,المجموع total
38,2,3,3,ذكور male
38,2,3,4,إنا ث female المجموع total
38,2,3,5,ذكور male
38,2,3,6,إناث female المجموع total
38,2,3,7,ذكور male
38,2,3,8,إناث femal e
38,2,3,9,المجموع total
38,3,0,0,أقسام المهن Occupations Groups
38,3,1,0,اسم المحلات
38,3,1,1,المهن الأولية
38,3,1,2,العاملون غير المصنفين حسب المهن وكذلك الذين
38,3,1,3,الباحثون عن عمل لأول مرة
38,3,1,4,المجموع الكلي
38,3,2,0,Initial Occupations
38,3,2,1,Not sta ted & n ot ad equ ately
38,3,2,2,Seeking work for first time
38,3,2,3,Grand total
38,3,3,0,ذكور male
38,3,3,1,إناث female
38,3,3,2,المجموع total
38,3,3,3,ذكور male
38,3,3,4,إناث female المجموع total
38,3,3,5,ذكور male
38,3,3,6,إناث female المجموع total
38,3,3,7,ذكور male
38,3,3,8,إناث female
38,3,3,9,المجموع total
38,4,0,0,أقسام المهن Occupations Groups
38,4,1,0,أمناء المؤتمرات الشعبية و أمناء اللجان الشعبية
38,4,1,1,المشتغلون بالمهن العلمية والفنية ومن ينتمى إليهم
38,4,2,0,وومساعدوهم وكبار المسئولين في أجهزة الدولة و
38,4,2,1,من العلماء
38,4,2,2,الفنيون ومساعدوا أصحاب المهن العلمية
38,4,2,3,الموظفون الإداريون والكتبة
38,4,3,0,اسم المحلات
38,4,3,1,مدراء الأعمال
38,4,4,0,administrative managerial workers
38,4,4,1,professional technical
38,4,4,2,Technical & related Workers
38,4,4,3,clerical & related workers
38,4,5,0,ذكور male
38,4,5,1,إناث female
38,4,5,2,المجموع total
38,4,5,3,ذكور male
38,4,5,4,إناث female
38,4,5,5,المجموع total
38,4,5,6,ذكور male
38,4,5,7,إناث female
38,4,5,8,المجموع total
38,4,5,9,ذكور male
38,4,5,10,إناث female
38,4,5,11,المجموع total
38,5,0,0,أقسام المهن Occupations Groups
38,5,1,0,العاملون بالخدمات والعاملون بالبيع والشراء
38,5,1,1,العاملون بالزراعة وتربية الحيوانات وصيد الاسماك
38,5,1,2,العاملون في الحرف ومن يرتبط إليهم
38,5,1,3,العاملون في تشغيل وتجميع الآلات والمعدات
38,5,2,0,اسم المحلات
38,5,2,1,",Agricultural, animal husbandary"
38,5,2,2,Stationary Engine & related
38,5,3,0,service workers & Sales Workers
38,5,3,1,forestry workers & hunters
38,5,3,2,Production & related workers
38,5,3,3,Equipment Operators
38,5,4,0,ذكور male
38,5,4,1,إناث female
38,5,4,2,المجموع total
38,5,4,3,ذكور male
38,5,4,4,إناث female
38,5,4,5,المجموع total
38,5,4,6,ذكور male
38,5,4,7,إناث female
38,5,4,8,المجموع total
38,5,4,9,ذكور male
38,5,4,10,إناث female
38,5,4,11,المجموع total
38,6,0,0,أقسام المهن Occupations Groups
38,6,1,0,المهن الأولية
38,6,1,1,العاملون غير المصنفين حسب المهن وكذلك الذين لم
38,6,1,2,الباحثون عن عمل لأول مرة
38,6,1,3,المجموع الكلي
38,6,2,0,اسم المحلات
38,6,2,1,تذكر مهنتهم اي )غير مبين(
38,6,3,0,Initial Occupations
38,6,3,1,Not stated & not adequately defined
38,6,3,2,Seeking work for first time
38,6,3,3,Grand total
38,6,4,0,ذكور male
38,6,4,1,إناث female
38,6,4,2,المجموع total
38,6,4,3,ذكور male
38,6,4,4,إناث female
38,6,4,5,المجموع total
38,6,4,6,ذكور male
38,6,4,7,إناث female
38,6,4,8,المجموع total
38,6,4,9,ذكور male
38,6,4,10,إناث female
38,6,4,11,المجموع total
38,7,0,0,أقسام المهن Occupations Groups
38,7,1,0,أمناء المؤتمرات الشعبية و أمناء اللجان الشعبية
38,7,1,1,المشتغلون بالمهن العلمية والفنية ومن ينتمى إليهم
38,7,2,0,اسم المحلات
38,7,2,1,وومساعدوهم وكبار المسئولين في أجهزة الدولة و
38,7,2,2,من العلماء
38,7,2,3,الفنيون ومساعدوا أصحاب المهن العلمية
38,7,2,4,الموظفون الإداريون والكتبة
38,7,3,0,مدراء الأعمال
38,7,4,0,administrative managerial workers
38,7,4,1,professional technical
38,7,4,2,Technical & related Workers
38,7,4,3,clerical & related workers
38,7,5,0,ذكور male
38,7,5,1,إناث female
38,7,5,2,المجموع total
38,7,5,3,ذكور male
38,7,5,4,إناث female
38,7,5,5,المجموع total
38,7,5,6,ذكور male
38,7,5,7,إناث female
38,7,5,8,المجموع total
38,7,5,9,ذكور male
38,7,5,10,إناث female
38,7,5,11,المجموع total
38,8,0,0,أقسام المهن Occupations Groups
38,8,1,0,العاملون بالخدمات والعاملون بالبيع والشراء
38,8,1,1,العاملون بالزراعة وتربية الحيوانات وصيد الاسماك
38,8,1,2,العاملون في الحرف ومن يرتبط إليهم
38,8,1,3,العاملون في تشغيل وتجميع الآلات والمعدات
38,8,2,0,اسم المحلات
38,8,2,1,",Agricultural, animal husbandary"
38,8,2,2,Stationary Engine & related
38,8,3,0,service workers & Sales Workers
38,8,3,1,forestry workers & hunters
38,8,3,2,Production & related workers
38,8,3,3,Equipment Operators
38,8,4,0,ذكور male
38,8,4,1,إناث female
38,8,4,2,المجموع total
38,8,4,3,ذكور male
38,8,4,4,إناث female
38,8,4,5,المجموع total
38,8,4,6,ذكور male
38,8,4,7,إناث female
38,8,4,8,المجموع total
38,8,4,9,ذكور male
38,8,4,10,إناث female
38,8,4,11,المجموع total
38,9,0,0,أقسام المهن Occupations Groups
38,9,1,0,المهن الأولية
38,9,1,1,العاملون غير المصنفين حسب المهن وكذلك الذين لم
38,9,1,2,الباحثون عن عمل لأول مرة
38,9,1,3,المجموع الكلي
38,9,2,0,اسم المحلات
38,9,2,1,تذكر مهنتهم اي )غير مبين(
38,9,3,0,Initial Occupations
38,9,3,1,Not stated & not adequately defined
38,9,3,2,Seeking work for first time
38,9,3,3,Grand total
38,9,4,0,ذكور male
38,9,4,1,إناث female
38,9,4,2,المجموع total
38,9,4,3,ذكور male
38,9,4,4,إناث female
38,9,4,5,المجموع total
38,9,4,6,ذكور male
38,9,4,7,إناث female
38,9,4,8,المجموع total
38,9,4,9,ذكور male
38,9,4,10,إناث female
38,9,4,11,المجموع total
39,1,0,0,عدد السكان Number of Populations
39,1,1,0,أقسام وأبواب المهن
39,1,1,1,ليبيون Libyan
39,1,1,2,غير ليبيين Non-libyan
39,1,1,3,المجموع الكلي Grand total
39,1,1,4,Major & Sub Major Occupations
39,1,2,0,ذكور
39,1,2,1,إناث
39,1,2,2,المجموع total ذكور male
39,1,2,3,إناث
39,1,2,4,المجموع
39,1,2,5,ذكور
39,1,2,6,إناث
39,1,2,7,المجموع
39,1,3,0,male
39,1,3,1,female
39,1,3,2,female
39,1,3,3,total
39,1,3,4,male
39,1,3,5,female
39,1,3,6,total
39,2,0,0,عدد السكان Number of Populations
39,2,1,0,أقسام وأبواب المهن
39,2,1,1,ليبيون Libyan
39,2,1,2,غير ليبيين Non-libyan
39,2,1,3,المجموع الكلي Grand total
39,2,1,4,Major & Sub Major Occupations
39,2,2,0,ذكور
39,2,2,1,إناث
39,2,2,2,المجموع total ذكور male
39,2,2,3,إناث
39,2,2,4,المجموع
39,2,2,5,ذكور
39,2,2,6,إناث
39,2,2,7,المجموع
39,2,3,0,male
39,2,3,1,female
39,2,3,2,female
39,2,3,3,total
39,2,3,4,male
39,2,3,5,female
39,2,3,6,total
40,1,0,0,أقسام المهن Occupations Groups
40,1,1,0,فئات العمر
40,1,1,1,أمناء المؤتمرات الشعبية و أمناء اللجان الشعبية
40,1,1,2,المشتغلون بالمهن العلمية والفنية ومن ينتمى إليهم
40,1,2,0,ومساعدوهم وكبار المسئولين في أجهزة الدولة
40,1,2,1,من العلماء
40,1,2,2,الفنيون ومساعدوا أصحاب المهن العلمية
40,1,2,3,الموظفون الإداريون والكتبة
40,1,3,0,ومدراء الأعمال
40,1,4,0,administrative managerial workers
40,1,4,1,professional technical & releted
40,1,4,2,Technical & related Workers
40,1,4,3,clerical & related workers
40,1,5,0,Age groups
40,1,5,1,workers
40,1,6,0,ذكور male
40,1,6,1,إناث female المجموع total
40,1,6,2,ذكور male
40,1,6,3,إناث female المجموع total
40,1,6,4,ذكور male
40,1,6,5,إناث female المجموع total
40,1,6,6,ذكور male
40,1,6,7,إناث female المجموع total
40,2,0,0,أقسام المهن Occupations Groups
40,2,1,0,فئات العمر
40,2,2,0,العاملون بالخدمات والعاملون بالبيع والشراء
40,2,2,1,العاملون بالزراعة وتربية الحيوانات وصيد الاسماك
40,2,2,2,العاملون في الحرف ومن يرتبط إليهم
40,2,2,3,العاملون في تشغيل وتجميع الآلات والمعدات
40,2,3,0,service workers & Sales Workers
40,2,3,1,",Agricultural, animal husbandary"
40,2,3,2,Production & related workers
40,2,3,3,Stationary Engine & related
40,2,4,0,Age groups
40,2,4,1,forestry workers & hunters
