period_end,year,bank,rank,value_usd,market_share_pct
2025-08-31,2025,Arab Investment Islamic Bank,20.0,137274306.0,0.8
2025-08-31,2024,Alwafa Bank,19.0,23181844.0,0.2
2025-08-31,2025,Alwafa Bank,21.0,54806864.0,0.3
2025-08-31,2024,Islamic Finance Bank,,,
2025-08-31,2025,Islamic Finance Bank,22.0,10493847.0,0.06
2025-12-31,2024,Aman Bank for Trade and Investment,2.0,3706678719.0,16.3
2025-12-31,2025,Aman Bank for Trade and Investment,1.0,3793948336.0,15.4
2025-12-31,2024,National Commercial Bank,1.0,4001331745.0,17.6
2025-12-31,2025,National Commercial Bank,2.0,2541189535.0,10.3
2025-12-31,2024,Jumhouria Bank,3.0,2415696911.0,10.6
2025-12-31,2025,Jumhouria Bank,3.0,2408387214.0,9.8
2025-12-31,2024,Wahda Bank,4.0,1927174736.0,8.5
2025-12-31,2025,Wahda Bank,4.0,2283894155.0,9.3
2025-12-31,2024,Nuran Bank,5.0,1905915339.0,8.4
2025-12-31,2025,Nuran Bank,5.0,1427153775.0,5.8
2025-12-31,2024,North African Bank,11.0,780230400.0,3.4
2025-12-31,2025,North African Bank,6.0,1321183719.0,5.4
2025-12-31,2024,Libyan Islamic Bank,8.0,1302330302.0,5.7
2025-12-31,2025,Libyan Islamic Bank,7.0,1288835669.0,5.2
2025-12-31,2024,Assaray Trade and Investment Bank,12.0,669050750.0,2.9
2025-12-31,2025,Assaray Trade and Investment Bank,8.0,1253263607.0,5.1
2025-12-31,2024,Bank of Commerce and Development,7.0,1371841422.0,6.0
2025-12-31,2025,Bank of Commerce and Development,9.0,1239396573.0,5.0
2025-12-31,2024,United Bank for Commerce and Investment,6.0,1384839169.0,6.1
2025-12-31,2025,United Bank for Commerce and Investment,10.0,1146178011.0,4.7
2025-12-31,2024,Sahara Bank,9.0,856935930.0,3.8
2025-12-31,2025,Sahara Bank,11.0,1143660597.0,4.7
2025-12-31,2024,Andalus Bank,10.0,839089232.0,3.7
2025-12-31,2025,Andalus Bank,12.0,852506481.0,3.5
2025-12-31,2024,Yaqeen Bank,15.0,199852914.0,0.9
2025-12-31,2025,Yaqeen Bank,13.0,779768871.0,3.2
2025-12-31,2024,Libyan Foreign Bank,14.0,214834243.0,0.9
2025-12-31,2025,Libyan Foreign Bank,14.0,591656142.0,2.4
2025-12-31,2024,Tadhamon Bank,16.0,184227971.0,0.8
2025-12-31,2025,Tadhamon Bank,15.0,541613169.0,2.2
2025-12-31,2024,First Gulf Libyan Bank,13.0,582892636.0,2.6
2025-12-31,2025,First Gulf Libyan Bank,16.0,530483457.0,2.2
2025-12-31,2024,Mediterranean Bank,18.0,123767270.0,0.5
2025-12-31,2025,Mediterranean Bank,17.0,389901331.0,1.6
2025-12-31,2024,National Union Bank,21.0,6461769.0,0.0
2025-12-31,2025,National Union Bank,18.0,379424253.0,1.5
2025-12-31,2024,Alwaha Bank,17.0,182344356.0,0.8
2025-12-31,2025,Alwaha Bank,19.0,298933251.0,1.2
2025-12-31,2024,Arab Investment Islamic Bank,20.0,19797069.0,0.1
2025-12-31,2025,Arab Investment Islamic Bank,20.0,226647403.0,0.9
2025-12-31,2024,Alwafa Bank,19.0,34860529.0,0.2
2025-12-31,2025,Alwafa Bank,21.0,126382907.0,0.5
2025-12-31,2024,Islamic Finance Bank,,,
2025-12-31,2025,Islamic Finance Bank,22.0,10500846.0,0.0
2025-12-31,2024,Daman Islamic Bank,,,
2025-12-31,2025,Daman Islamic Bank,23.0,199503.0,0.0
2025-07-31,2024,Aman Bank for Trade and Investment,2.0,1664581759.0,14.1
2025-07-31,2025,Aman Bank for Trade and Investment,1.0,2778277104.0,18.1
2025-07-31,2024,National Commercial Bank,1.0,1989495704.0,16.9
2025-07-31,2025,National Commercial Bank,2.0,2006938037.0,13.1
2025-07-31,2024,Jumhouria Bank,3.0,1388971253.0,11.8
2025-07-31,2025,Jumhouria Bank,3.0,1433834669.0,9.3
2025-07-31,2024,Wahda Bank,4.0,1071513076.0,9.1
2025-07-31,2025,Wahda Bank,4.0,1363496200.0,8.9
2025-07-31,2024,United Bank for Commerce and Investment,6.0,732458912.0,6.2
2025-07-31,2025,United Bank for Commerce and Investment,5.0,910631356.0,5.9
2025-07-31,2024,Nuran Bank,5.0,1054101415.0,9.0
2025-07-31,2025,Nuran Bank,6.0,894616508.0,5.8
2025-07-31,2024,North African Bank,11.0,434319353.0,3.7
2025-07-31,2025,North African Bank,7.0,809866633.0,5.3
2025-07-31,2024,Assaray Trade and Investment,13.0,306619949.0,2.6
2025-07-31,2025,Assaray Trade and Investment,8.0,786032056.0,5.1
2025-07-31,2024,Bank of Commerce and Development,8.0,632109328.0,5.4
2025-07-31,2025,Bank of Commerce and Development,9.0,761626126.0,5.0
2025-07-31,2024,Libyan Islamic Bank,7.0,709562365.0,6.0
2025-07-31,2025,Libyan Islamic Bank,10.0,658442494.0,4.3
2025-07-31,2024,Sahara Bank,9.0,563155864.0,4.8
2025-07-31,2025,Sahara Bank,11.0,571193039.0,3.7
2025-07-31,2024,Yaqeen Bank,18.0,33453265.0,0.3
2025-07-31,2025,Yaqeen Bank,12.0,439202935.0,2.9
2025-07-31,2024,Andalus Bank,10.0,475634877.0,4.0
2025-07-31,2025,Andalus Bank,13.0,433640093.0,2.8
2025-07-31,2024,Libyan Foreign Bank,17.0,71572279.0,0.6
2025-07-31,2025,Libyan Foreign Bank,14.0,352389962.0,2.3
2025-07-31,2024,First Gulf Libyan Bank,12.0,335309756.0,2.8
2025-07-31,2025,First Gulf Libyan Bank,15.0,350437793.0,2.3
2025-07-31,2024,Tadhamon Bank,15.0,97558518.0,0.8
2025-07-31,2025,Tadhamon Bank,16.0,224052087.0,1.5
2025-07-31,2024,Mediterranean Bank,16.0,76629072.0,0.7
2025-07-31,2025,Mediterranean Bank,17.0,195957469.0,1.3
2025-07-31,2024,Alwaha Bank,14.0,110035301.0,0.9
2025-07-31,2025,Alwaha Bank,18.0,119300023.0,0.8
2025-07-31,2024,National Union Bank,20.0,4000.0,0.0
2025-07-31,2025,National Union Bank,19.0,108599906.0,0.7
2025-07-31,2024,Arab Investment Islamic Bank,,,
2025-07-31,2025,Arab Investment Islamic Bank,20.0,105903445.0,0.69
2025-07-31,2024,Alwafa Bank,19.0,21349113.0,0.2
2025-07-31,2025,Alwafa Bank,21.0,31931168.0,0.2
2025-10-31,2024,Aman Bank for Trade and Investment,2.0,2545406253.0,15.1
2025-10-31,2025,Aman Bank for Trade and Investment,1.0,3314485087.0,16.2
2025-10-31,2024,National Commercial Bank,1.0,2787199380.0,16.5
2025-10-31,2025,National Commercial Bank,2.0,2389146410.0,11.7
2025-10-31,2024,Wahda Bank,5.0,1505763212.0,8.9
2025-10-31,2025,Wahda Bank,3.0,1967102183.0,9.6
2025-10-31,2024,Jumhouria Bank,3.0,1885744872.0,11.2
2025-10-31,2025,Jumhouria Bank,4.0,1927470747.0,9.4
2025-10-31,2024,Nuran Bank,4.0,1526423718.0,9.0
2025-10-31,2025,Nuran Bank,5.0,1188032899.0,5.8
2025-10-31,2024,United Bank for Commerce and Investment,7.0,1010740928.0,6.0
2025-10-31,2025,United Bank for Commerce and Investment,6.0,1109658136.0,5.4
2025-10-31,2024,North African Bank,11.0,625202917.0,3.7
2025-10-31,2025,North African Bank,7.0,1069956692.0,5.2
2025-10-31,2024,Bank of Commerce and,8.0,901231062.0,5.3
2025-10-31,2025,Bank of Commerce and,8.0,1005493934.0,4.9
2025-10-31,2024,Assaray Trade and Investment Bank,12.0,531255982.0,3.1
2025-10-31,2025,Assaray Trade and Investment Bank,9.0,985185370.0,4.8
2025-10-31,2024,Libyan Islamic Bank,6.0,1012605887.0,6.0
2025-10-31,2025,Libyan Islamic Bank,10.0,975409591.0,4.8
2025-10-31,2024,Sahara Bank,9.0,712917079.0,4.2
2025-10-31,2025,Sahara Bank,11.0,892100279.0,4.36
2025-10-31,2024,Andalus Bank,10.0,690210987.0,4.1
2025-10-31,2025,Andalus Bank,12.0,652477288.0,3.2
2025-10-31,2024,Yaqeen Bank,17.0,100040898.0,0.6
2025-10-31,2025,Yaqeen Bank,13.0,638681887.0,3.1
2025-10-31,2024,Libyan Foreign Bank,14.0,162717457.0,1.0
2025-10-31,2025,Libyan Foreign Bank,14.0,488314847.0,2.4
2025-10-31,2024,First Gulf Libyan Bank,13.0,494418548.0,2.9
2025-10-31,2025,First Gulf Libyan Bank,15.0,462595408.0,2.3
2025-10-31,2024,Tadhamon Bank,16.0,134738807.0,0.8
2025-10-31,2025,Tadhamon Bank,16.0,421135517.0,2.1
2025-10-31,2024,Mediterranean Bank,18.0,98671168.0,0.6
2025-10-31,2025,Mediterranean Bank,17.0,288790882.0,1.4
2025-10-31,2024,Alwaha Bank,15.0,141369717.0,0.8
2025-10-31,2025,Alwaha Bank,18.0,225677084.0,1.1
2025-10-31,2024,National Union Bank,21.0,36000.0,0.0
2025-10-31,2025,National Union Bank,19.0,192936272.0,0.9
2025-10-31,2024,Arab Investment Islamic Bank,20.0,7704223.0,0.0
2025-10-31,2025,Arab Investment Islamic Bank,20.0,185839583.0,0.9
2025-10-31,2024,Alwafa Bank,19.0,28235306.0,0.2
2025-10-31,2025,Alwafa Bank,21.0,95580872.0,0.5
2025-10-31,2024,Islamic Finance Bank,,,
2025-10-31,2025,Islamic Finance Bank,22.0,10493847.0,0.1
