mahalla_id,mahalla_ar,mahalla_key,shabiya_ar,shabiya_en,shabiya_gadm_name,shabiya_codab_pcode,name_unique_nationally,name_unique_in_shabiya,codab_place_pcode,codab_place_en,codab_place_ar,match_method,baladiya_2013,baladiya_source,census_persons_2006,census_households_2006
Murzuq-017,الغربية / وادي عتبة,غربيه/واديعتبه,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,8159,1321
Murzuq-018,الشرقية / وادي عتبة,شرقيه/واديعتبه,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,5511,879
Misrata-001,ابو شعيرة,ابوشعيره,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,11275,2000
Misrata-002,الرويسات,رويسات,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,25411,4472
Misrata-003,راس التوتة,راسالتوته,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,13507,2430
Misrata-004,الجزيرة,جزيره,مصراته,Misrata,Misratah,LY0214,0,1,,,,unmatched,,not_established,12671,2181
Misrata-005,راس عمار,راسعمار,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,8047,1444
Misrata-006,الخروبة,خروبه,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,13350,2263
Misrata-007,راس فريدغ,راسفريدغ,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,16104,2797
Misrata-008,الرميلة,رميله,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,5090,845
Misrata-009,القوشي,قوشي,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,25807,4488
Misrata-010,الغيران,غيران,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,28344,4567
Misrata-011,راس الماجل,راسالماجل,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,8992,1542
Misrata-012,الزروق,زروق,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,17620,3275
Misrata-013,قصر احمد,قصراحمد,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,16544,2794
Misrata-014,المرسي,مرسي,مصراته,Misrata,Misratah,LY0214,0,1,,,,unmatched,,not_established,7908,1409
Misrata-015,المحجوب,محجوب,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,13638,2243
Misrata-016,سيدي امبارك,سيديامبارك,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,8718,1381
Misrata-017,طمينة,طمينه,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,9565,1616
Misrata-018,كرزاز,كرزاز,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,8158,1313
Misrata-019,الكراريم,كراريم,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,3128,553
Misrata-020,الدافنية / مصراتة,دافنيه/مصراته,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,4226,676
Misrata-021,ابو روية,ابورويه,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,13197,2133
Misrata-022,وادي الازرق,واديالازرق,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,714,114
Misrata-023,مقاس,مقاس,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,22144,3256
Misrata-024,غزوان,غزوان,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,1287,181
Misrata-025,المربوعة,مربوعه,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,2692,434
Misrata-026,ابو راوي,ابوراوي,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,4287,727
Misrata-027,الوحدة,وحده,مصراته,Misrata,Misratah,LY0214,0,1,,,,unmatched,,not_established,3018,487
Misrata-028,ابو عمود,ابوعمود,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,2639,454
Misrata-029,السند,سند,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,1350,216
Misrata-030,ميمون,ميمون,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,2683,522
Misrata-031,الخرماني,خرماني,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,4737,715
Misrata-032,بو نجرة,بونجره,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,6047,1051
Misrata-033,ابو راس,ابوراس,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,2289,373
Misrata-034,سوف الجين,سوفالجين,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,2415,438
Misrata-035,البلدية,بلديه,مصراته,Misrata,Misratah,LY0214,0,1,,,,unmatched,,not_established,10782,1935
Misrata-036,شميخ,شميخ,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,5997,1027
Misrata-037,الثنية البيضاء,ثنيهالبيضاء,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,7773,1276
Misrata-038,الظهره,ظهره,مصراته,Misrata,Misratah,LY0214,0,1,,,,unmatched,,not_established,6733,1063
Misrata-039,تينيناي,تينيناي,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,4201,666
Misrata-040,المنطرحة,منطرحه,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,13703,2951
Misrata-041,ابوجريدة,ابوجريده,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,5617,1013
Misrata-042,البازة,بازه,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,9224,1605
Misrata-043,كادوش,كادوش,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,9233,1716
Misrata-044,الشيخ,شيخ,مصراته,Misrata,Misratah,LY0214,0,1,,,,unmatched,,not_established,9785,2023
Misrata-045,ابو رقية,ابورقيه,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,5037,965
Misrata-046,ازدو الجنوبية,ازدوالجنوبيه,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,7857,1434
Misrata-047,ازدو الشمالية,ازدوالشماليه,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,9950,1617
Misrata-048,السبعة,سبعه,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,11642,1879
Misrata-049,القاعة,قاعه,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,8943,1483
Misrata-050,ادواو,ادواو,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,4871,824
Misrata-051,ماجر,ماجر,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,14641,2367
Misrata-052,الدافنية / زليتن,دافنيه/زليتن,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,16255,2570
Misrata-053,الجهاد,جهاد,مصراته,Misrata,Misratah,LY0214,0,1,,,,unmatched,,not_established,4408,661
Misrata-054,الظهيرة,ظهيره,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,7330,1247
Misrata-055,القصبة,قصبه,مصراته,Misrata,Misratah,LY0214,0,1,,,,unmatched,,not_established,11333,1789
Misrata-056,مغر غرين,مغرغرين,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,4733,787
Misrata-057,كعام \زليتن,كعام\زليتن,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,11684,2111
Misrata-058,القزاحية,قزاحيه,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,4550,697
Misrata-059,الغويلات,غويلات,مصراته,Misrata,Misratah,LY0214,1,1,,,,unmatched,,not_established,9245,1542
Nalut-001,سيدي خليفة,سيديخليفه,نالوت,Nalut,Nalut,LY0209,0,1,,,,unmatched,,not_established,7444,1426
Nalut-002,القصر,قصر,نالوت,Nalut,Nalut,LY0209,0,1,,,,unmatched,,not_established,2802,597
Nalut-003,شداد,شداد,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,6846,1325
Nalut-004,الهمالية,هماليه,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,6116,1023
Nalut-005,الغزايا,غزايا,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,1634,298
Nalut-006,اولاد محمود,اولادمحمود,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,1537,307
Nalut-007,المجابرة,مجابره,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,1767,346
Nalut-008,الجنوبية \ كباو,جنوبيه\كباو,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,3423,619
Nalut-009,الشمالية \ كباو,شماليه\كباو,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,2851,528
Nalut-010,طمزرين الهمايلة,طمزرينالهمايله,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,4092,701
Nalut-011,اولاد سلام,اولادسلام,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,1355,179
Nalut-012,تيجي,تيجي,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,5637,914
Nalut-013,الحوامد,حوامد,نالوت,Nalut,Nalut,LY0209,1,1,LY020904,Alhawamid,الحوامد,codab_gazetteer_same_shabiya,,not_established,3721,559
Nalut-014,الجوش,جوش,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,2863,538
Nalut-015,اولاد احمد,اولاداحمد,نالوت,Nalut,Nalut,LY0209,0,1,,,,unmatched,,not_established,1697,310
Nalut-016,ظهرة الماجن,ظهرهالماجن,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,1409,264
Nalut-017,اولاد شراد,اولادشراد,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,2214,378
Nalut-018,بدر,بدر,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,3100,580
Nalut-019,وازن,وازن,نالوت,Nalut,Nalut,LY0209,1,1,LY020906,Wazin,وازن,codab_gazetteer_same_shabiya,,not_established,3849,650
Nalut-020,الحرابة الغربية,حرابهالغربيه,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,3829,700
Nalut-021,الوسط \ الحرابة,وسط\الحرابه,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,1492,262
Nalut-022,الشرقية \ الحرابة,شرقيه\الحرابه,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,3488,664
Nalut-023,سيناون,سيناون,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,3314,571
Nalut-024,درج,درج,نالوت,Nalut,Nalut,LY0209,1,1,LY020907,Daraj,درج,codab_gazetteer_same_shabiya,,not_established,4940,762
Nalut-025,بنغستان,بنغستان,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,2602,392
Nalut-026,وليد,وليد,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,5110,816
Nalut-027,وازيت,وازيت,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,2867,530
Nalut-028,افوغاس,افوغاس,نالوت,Nalut,Nalut,LY0209,1,1,,,,unmatched,,not_established,1897,326
Wadi al Hayaa-001,اوباري,اوباري,وادي الحياة,Wadi al Hayaa,Wadi al Hayat,LY0320,1,1,,,,unmatched,,not_established,27402,4792
Wadi al Hayaa-002,الغريفة,غريفه,وادي الحياة,Wadi al Hayaa,Wadi al Hayat,LY0320,0,1,LY032002,Alghrayfa,الغريفة,codab_gazetteer_same_shabiya,,not_established,7315,1170
Wadi al Hayaa-003,القعيرات,قعيرات,وادي الحياة,Wadi al Hayaa,Wadi al Hayat,LY0320,1,1,,,,unmatched,,not_established,5902,1061
Wadi al Hayaa-004,جرمة,جرمه,وادي الحياة,Wadi al Hayaa,Wadi al Hayat,LY0320,1,1,,,,unmatched,,not_established,3552,540
Wadi al Hayaa-005,بريك,بريك,وادي الحياة,Wadi al Hayaa,Wadi al Hayat,LY0320,1,1,,,,unmatched,,not_established,4600,803
Wadi al Hayaa-006,تويوة,تويوه,وادي الحياة,Wadi al Hayaa,Wadi al Hayat,LY0320,1,1,,,,unmatched,,not_established,2780,472
Wadi al Hayaa-007,الشمالية \ الغريفة,شماليه\الغريفه,وادي الحياة,Wadi al Hayaa,Wadi al Hayat,LY0320,1,1,,,,unmatched,,not_established,5924,1085
Wadi al Hayaa-008,بنت بية \ المركز,بنتبيه\المركز,وادي الحياة,Wadi al Hayaa,Wadi al Hayat,LY0320,1,1,,,,unmatched,,not_established,4919,874
Wadi al Hayaa-009,بنت بية \ الشمالية,بنتبيه\الشماليه,وادي الحياة,Wadi al Hayaa,Wadi al Hayat,LY0320,1,1,,,,unmatched,,not_established,4452,823
Wadi al Hayaa-010,بنت بية \ الغربية,بنتبيه\الغربيه,وادي الحياة,Wadi al Hayaa,Wadi al Hayat,LY0320,1,1,,,,unmatched,,not_established,1903,353
Wadi al Hayaa-011,بنت بية \ الوسطى,بنتبيه\الوسطي,وادي الحياة,Wadi al Hayaa,Wadi al Hayat,LY0320,1,1,,,,unmatched,,not_established,5091,921
Wadi al Hayaa-012,بنت بية \ الجنوبية,بنتبيه\الجنوبيه,وادي الحياة,Wadi al Hayaa,Wadi al Hayat,LY0320,1,1,,,,unmatched,,not_established,2418,370
