centre_code,centre_name,mahalla_ar,city_ar,baladiya_ar,read_by,source_document,source_sha256
12058,مدرسة شهداء الشط,أبورية,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12059,مدرسة شهداء الثقيل,طريق الثقيل,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12060,مدرسة الخالدات الثانوية,طمينة,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12061,مدرسة بدر الك تى,طمينة,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12062,مدرسة طمينة المركزية,طمينة,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12063,مدرسة القرضابية الثانوية,عباد,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12064,مدرسة اسماء الثانوية,عباد,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12065,مدرسة عبد العاط الجرم,قرص أحمد,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12066,مدرسة الخنساء الثانوية,قرص أحمد,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12067,مدرسة شهداء قرص أحمد,قرص أحمد,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12068,مدرسة شهداء السدادة,كرزاز,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12069,مدرسة بالل بن رباح,يدر,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12070,مدرسة الصقور,يدر,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12125,مدرسة الوفاء,الدافنية,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12126,مدرسة شهداء الزاوية,زاوية المحجوب,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12127,ثانوية المحجوب للبنات,زاوية المحجوب,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12128,مدرسة شهداء المحجوب,زاوية المحجوب,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12129,مدرسة الجزيرة,الجزيرة,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12130,مدرسة شهداء مرباط,مرباط,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12131,مدرسة االنتصار,وسط المدينة,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12132,مدرسة سكينة للتعليم االساس,وسط المدينة,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12133,مدرسة رابعة العدوية للتعليم االساس,وسط المدينة,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12134,مدرسة اسامة بن زيد,الرويسات,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12135,مدرسة الشموع للتعليم االساس,الزروق,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12136,مدرسة مو س بن نص ت,الزروق,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12137,مدرسة شا النخيل,قرص احمد,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12138,مدرسة الح الصناع,قرص احمد,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
12139,مدرسة صالح الدين,كرزاز,مرصاتة,مرصاتة,text_repaired,تحديث مراكز الاقتراع لسنة 2021 مصراته,9b2c32f830e21d5f02c26272b63f92223655e0a3c7d33b604d4cb3297a78e57e
13001,عبد الصمد ابو زقية,غنيمة,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13002,التفوق,سيل ي,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13003,شهداء شقران,سيل ي,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13004,موقعه النقازة,سيل ي,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13005,االندلس,الجحاوات,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13006,عمر بن عبد العزيز,الجحاوات,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13007,الوحدة العربية,بن جحا,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13008,فاطمة الزهراء,بن جحا,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13009,الخمس المركزية,بن جحا,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13010,المنار,البلدية,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13011,ابراهيم الرفاع,البلدية,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13012,شهداء المرقب,شهداء المرقب,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13013,دمحم بن طالب,شهداء المرقب,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13014,أحفاد المختار,لبدة,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13015,خديجة الكرتى,لبدة,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13016,عل البكاي,لبدة,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13017,عمر المختار,رأس الحمام,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13018,شهداء الحف ت للتعليم االساىس,رأس الحمام,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13019,ابو بكر الصديق,كعام,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13020,دمحم عمر الشيف,كعام,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13021,عبد الرحمن بن عوف,كعام,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13022,وادي غاو غاو,كعام,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13023,17فرتاير الثانوية بنات,المعقولة,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13024,عمر الشارف,المعقولة,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13025,المعقولة,المعقولة,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13026,االستقالل,المعقولة الوادي,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13027,السدر,المعقولة الوادي,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13028,الهداية,المعقولة الوادي,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13029,الشهداء قوقاس,قوقاس,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13031,الدوحة,سيدي خليفة,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13032,التحرير,سيدي خليفة,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13033,بندار الشمالية,الساحل,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13034,ادمحم بن ابراهيم الثانوية,الساحل,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13035,بش ت السعداوي,الساحل,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13036,شهداء الواجب,العلوص,قرص األخيار,قرص األخيار,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13037,الدراوزة,العلوص,قرص األخيار,قرص األخيار,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13038,الهادي عرفة,العلوص,قرص األخيار,قرص األخيار,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13039,شهداء قماطة,قرص األخيار المركز,قرص األخيار,قرص األخيار,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13040,السند,قرص األخيار المركز,قرص األخيار,قرص األخيار,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13041,عمر المختار,قرص األخيار الغربية,قرص األخيار,قرص األخيار,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13042,ابو رحمة,قرص األخيار الغربية,قرص األخيار,قرص األخيار,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13043,مصعب بن عم ت,سيدي عم ت,قرص األخيار,قرص األخيار,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13044,دمحم حميميد,سيدي عم ت,قرص األخيار,قرص األخيار,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13045,النجاح,سيدي عم ت,قرص األخيار,قرص األخيار,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13047,مدرسة الشيخ عل الجابري,الجوابر,قرص األخيار,قرص األخيار,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13048,الشعلة,الكراوة,قرص األخيار,قرص األخيار,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13106,فجر الحرية,سيدي خليفة,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
13108,حس ي الحوات,تربانة,الخمس,الخمس,text,تحديث مراكز الاقتراع لسنة 2021 الخمس,96e01c69cb3bed4f44b1249d1f709fff55c6d6cb1eeaf9c5d9ced4f6f670df08
