period_end,year,bank,purpose,value_usd
2026-07-31,2026,Nuran Bank,miscellaneous_transfers,22067989.0
2026-07-31,2025,Nuran Bank,personal_purposes,276564200.0
2026-07-31,2026,Nuran Bank,personal_purposes,259077802.0
2026-07-31,2025,Nuran Bank,merchants_cards,9302076.0
2026-07-31,2026,Nuran Bank,merchants_cards,5960500.0
2026-07-31,2025,National Union Bank,letters_of_credit,107518406.0
2026-07-31,2026,National Union Bank,letters_of_credit,70805757.0
2026-07-31,2025,National Union Bank,miscellaneous_transfers,0.0
2026-07-31,2026,National Union Bank,miscellaneous_transfers,945927181.0
2026-07-31,2025,National Union Bank,personal_purposes,1081500.0
2026-07-31,2026,National Union Bank,personal_purposes,9637000.0
2026-07-31,2025,National Union Bank,merchants_cards,0.0
2026-07-31,2026,National Union Bank,merchants_cards,0.0
2026-07-31,2025,North African Bank,letters_of_credit,522004948.0
2026-07-31,2026,North African Bank,letters_of_credit,232421680.0
2026-07-31,2025,North African Bank,miscellaneous_transfers,11525585.0
2026-07-31,2026,North African Bank,miscellaneous_transfers,4682915.0
2026-07-31,2025,North African Bank,personal_purposes,274056100.0
2026-07-31,2026,North African Bank,personal_purposes,766790875.0
2026-07-31,2025,North African Bank,merchants_cards,2280000.0
2026-07-31,2026,North African Bank,merchants_cards,1995000.0
2026-07-31,2025,Andalus Bank,letters_of_credit,327814093.0
2026-07-31,2026,Andalus Bank,letters_of_credit,764662158.0
2026-07-31,2025,Andalus Bank,miscellaneous_transfers,4000000.0
2026-07-31,2026,Andalus Bank,miscellaneous_transfers,2840110.0
2026-07-31,2025,Andalus Bank,personal_purposes,101826000.0
2026-07-31,2026,Andalus Bank,personal_purposes,94520400.0
2026-07-31,2025,Andalus Bank,merchants_cards,0.0
2026-07-31,2026,Andalus Bank,merchants_cards,0.0
2026-07-31,2025,Libyan Islamic Bank,letters_of_credit,432210142.0
2026-07-31,2026,Libyan Islamic Bank,letters_of_credit,658332915.0
2026-07-31,2025,Libyan Islamic Bank,miscellaneous_transfers,2874441.0
2026-07-31,2026,Libyan Islamic Bank,miscellaneous_transfers,14601744.0
2026-07-31,2025,Libyan Islamic Bank,personal_purposes,222168710.0
2026-07-31,2026,Libyan Islamic Bank,personal_purposes,151597027.0
2026-07-31,2025,Libyan Islamic Bank,merchants_cards,1189200.0
2026-07-31,2026,Libyan Islamic Bank,merchants_cards,6504000.0
2026-07-31,2025,Yaqeen Bank,letters_of_credit,254095755.0
2026-07-31,2026,Yaqeen Bank,letters_of_credit,494951781.0
2026-07-31,2025,Yaqeen Bank,miscellaneous_transfers,9603280.0
2026-07-31,2026,Yaqeen Bank,miscellaneous_transfers,29482416.0
2026-07-31,2025,Yaqeen Bank,personal_purposes,174350400.0
2026-07-31,2026,Yaqeen Bank,personal_purposes,163033900.0
2026-07-31,2025,Yaqeen Bank,merchants_cards,1153500.0
2026-07-31,2026,Yaqeen Bank,merchants_cards,1542000.0
2026-07-31,2025,Bank of Commerce and Development,letters_of_credit,309979443.0
2026-07-31,2026,Bank of Commerce and Development,letters_of_credit,149614387.0
2026-07-31,2025,Bank of Commerce and Development,miscellaneous_transfers,37845583.0
2026-07-31,2026,Bank of Commerce and Development,miscellaneous_transfers,35013813.0
2026-07-31,2025,Bank of Commerce and Development,personal_purposes,413458100.0
2026-07-31,2026,Bank of Commerce and Development,personal_purposes,356277600.0
2026-07-31,2025,Bank of Commerce and Development,merchants_cards,343000.0
2026-07-31,2026,Bank of Commerce and Development,merchants_cards,300000.0
2026-07-31,2025,Assaray Trade and Investment Bank,letters_of_credit,717683336.0
2026-07-31,2026,Assaray Trade and Investment Bank,letters_of_credit,387177219.0
2026-07-31,2025,Assaray Trade and Investment Bank,miscellaneous_transfers,10365920.0
2026-07-31,2026,Assaray Trade and Investment Bank,miscellaneous_transfers,15928528.0
2026-07-31,2025,Assaray Trade and Investment Bank,personal_purposes,55457800.0
2026-07-31,2026,Assaray Trade and Investment Bank,personal_purposes,42351340.0
2026-07-31,2025,Assaray Trade and Investment Bank,merchants_cards,2525000.0
2026-07-31,2026,Assaray Trade and Investment Bank,merchants_cards,1447500.0
2026-07-31,2025,United Bank for Commerce and Investment,letters_of_credit,443193356.0
2026-07-31,2026,United Bank for Commerce and Investment,letters_of_credit,285175764.0
2026-07-31,2025,United Bank for Commerce and Investment,miscellaneous_transfers,0.0
2026-07-31,2026,United Bank for Commerce and Investment,miscellaneous_transfers,0.0
2026-07-31,2025,United Bank for Commerce and Investment,personal_purposes,465338000.0
2026-07-31,2026,United Bank for Commerce and Investment,personal_purposes,154634400.0
2026-07-31,2025,United Bank for Commerce and Investment,merchants_cards,2100000.0
2026-07-31,2026,United Bank for Commerce and Investment,merchants_cards,1650000.0
2026-07-31,2025,Sahara Bank,letters_of_credit,307201309.0
2026-07-31,2026,Sahara Bank,letters_of_credit,189334797.0
2026-07-31,2025,Sahara Bank,miscellaneous_transfers,22584829.0
2026-07-31,2026,Sahara Bank,miscellaneous_transfers,31528912.0
2026-07-31,2025,Sahara Bank,personal_purposes,241406900.0
2026-07-31,2026,Sahara Bank,personal_purposes,206252553.0
2026-07-31,2025,Sahara Bank,merchants_cards,0.0
2026-07-31,2026,Sahara Bank,merchants_cards,200000.0
2026-07-31,2025,Alwaha Bank,letters_of_credit,41324823.0
2026-07-31,2026,Alwaha Bank,letters_of_credit,357640740.0
2026-07-31,2025,Alwaha Bank,miscellaneous_transfers,0.0
2026-07-31,2026,Alwaha Bank,miscellaneous_transfers,7027195.0
2026-07-31,2025,Alwaha Bank,personal_purposes,77975200.0
2026-07-31,2026,Alwaha Bank,personal_purposes,35739893.0
2026-07-31,2025,Alwaha Bank,merchants_cards,0.0
2026-07-31,2026,Alwaha Bank,merchants_cards,0.0
2026-07-31,2025,First Gulf Libyan Bank,letters_of_credit,341359206.0
2026-07-31,2026,First Gulf Libyan Bank,letters_of_credit,305782637.0
2026-07-31,2025,First Gulf Libyan Bank,miscellaneous_transfers,8555487.0
2026-07-31,2026,First Gulf Libyan Bank,miscellaneous_transfers,37967069.0
2026-07-31,2025,First Gulf Libyan Bank,personal_purposes,523100.0
2026-07-31,2026,First Gulf Libyan Bank,personal_purposes,15900.0
2026-07-31,2025,First Gulf Libyan Bank,merchants_cards,0.0
2026-07-31,2026,First Gulf Libyan Bank,merchants_cards,0.0
2026-07-31,2025,Mediterranean Bank,letters_of_credit,89409269.0
2026-07-31,2026,Mediterranean Bank,letters_of_credit,53145799.0
2026-07-31,2025,Mediterranean Bank,miscellaneous_transfers,755000.0
2026-07-31,2026,Mediterranean Bank,miscellaneous_transfers,5196182.0
2026-07-31,2025,Mediterranean Bank,personal_purposes,104343200.0
2026-07-31,2026,Mediterranean Bank,personal_purposes,241654800.0
2026-07-31,2025,Mediterranean Bank,merchants_cards,1450000.0
2026-07-31,2026,Mediterranean Bank,merchants_cards,1150000.0
2026-07-31,2025,Tadhamon Bank,letters_of_credit,171874587.0
2026-07-31,2026,Tadhamon Bank,letters_of_credit,195332975.0
2026-07-31,2025,Tadhamon Bank,miscellaneous_transfers,0.0
2026-07-31,2026,Tadhamon Bank,miscellaneous_transfers,0.0
2026-07-31,2025,Tadhamon Bank,personal_purposes,52177500.0
2026-07-31,2026,Tadhamon Bank,personal_purposes,51227900.0
2026-07-31,2025,Tadhamon Bank,merchants_cards,0.0
2026-07-31,2026,Tadhamon Bank,merchants_cards,50000.0
2026-07-31,2025,Libyan Foreign Bank,letters_of_credit,274137194.0
2026-07-31,2026,Libyan Foreign Bank,letters_of_credit,84260654.0
2026-07-31,2025,Libyan Foreign Bank,miscellaneous_transfers,78252768.0
2026-07-31,2026,Libyan Foreign Bank,miscellaneous_transfers,40595411.0
2026-07-31,2025,Libyan Foreign Bank,personal_purposes,0.0
2026-07-31,2026,Libyan Foreign Bank,personal_purposes,0.0
2026-07-31,2025,Libyan Foreign Bank,merchants_cards,0.0
2026-07-31,2026,Libyan Foreign Bank,merchants_cards,0.0
2026-07-31,2025,Arab Investment Islamic Bank,letters_of_credit,103675032.0
2026-07-31,2026,Arab Investment Islamic Bank,letters_of_credit,113921182.0
2026-07-31,2025,Arab Investment Islamic Bank,miscellaneous_transfers,2220413.0
2026-07-31,2026,Arab Investment Islamic Bank,miscellaneous_transfers,2721783.0
2026-07-31,2025,Arab Investment Islamic Bank,personal_purposes,8000.0
2026-07-31,2026,Arab Investment Islamic Bank,personal_purposes,3274000.0
2026-07-31,2025,Arab Investment Islamic Bank,merchants_cards,0.0
2026-07-31,2026,Arab Investment Islamic Bank,merchants_cards,0.0
2026-07-31,2025,Alwafa Bank,letters_of_credit,23753568.0
2026-07-31,2026,Alwafa Bank,letters_of_credit,100883678.0
2026-07-31,2025,Alwafa Bank,miscellaneous_transfers,0.0
2026-07-31,2026,Alwafa Bank,miscellaneous_transfers,1076200.0
2026-07-31,2025,Alwafa Bank,personal_purposes,8177600.0
2026-07-31,2026,Alwafa Bank,personal_purposes,4281000.0
2026-07-31,2025,Alwafa Bank,merchants_cards,0.0
2026-07-31,2026,Alwafa Bank,merchants_cards,0.0
2026-07-31,2025,Islamic Finance Bank,letters_of_credit,0.0
2026-07-31,2026,Islamic Finance Bank,letters_of_credit,32590954.0
2026-07-31,2025,Islamic Finance Bank,miscellaneous_transfers,0.0
2026-07-31,2026,Islamic Finance Bank,miscellaneous_transfers,650543.0
2026-07-31,2025,Islamic Finance Bank,personal_purposes,0.0
2026-07-31,2026,Islamic Finance Bank,personal_purposes,886000.0
2026-07-31,2025,Islamic Finance Bank,merchants_cards,0.0
2026-07-31,2026,Islamic Finance Bank,merchants_cards,0.0
2026-07-31,2025,Daman Islamic Bank,letters_of_credit,0.0
2026-07-31,2026,Daman Islamic Bank,letters_of_credit,19684569.0
2026-07-31,2025,Daman Islamic Bank,miscellaneous_transfers,0.0
2026-07-31,2026,Daman Islamic Bank,miscellaneous_transfers,701094.0
2026-07-31,2025,Daman Islamic Bank,personal_purposes,0.0
2026-07-31,2026,Daman Islamic Bank,personal_purposes,0.0
2026-07-31,2025,Daman Islamic Bank,merchants_cards,0.0
2026-07-31,2026,Daman Islamic Bank,merchants_cards,0.0
2026-07-31,2025,Al Seraj Islamic Bank,letters_of_credit,0.0
2026-07-31,2026,Al Seraj Islamic Bank,letters_of_credit,1465025.0
2026-07-31,2025,Al Seraj Islamic Bank,miscellaneous_transfers,0.0
2026-07-31,2026,Al Seraj Islamic Bank,miscellaneous_transfers,2066664.0
2026-07-31,2025,Al Seraj Islamic Bank,personal_purposes,0.0
2026-07-31,2026,Al Seraj Islamic Bank,personal_purposes,400000.0
2026-07-31,2025,Al Seraj Islamic Bank,merchants_cards,0.0
2026-07-31,2026,Al Seraj Islamic Bank,merchants_cards,0.0
2026-06-30,2025,Jumhouria Bank,letters_of_credit,800867524.0
2026-06-30,2026,Jumhouria Bank,letters_of_credit,2058634210.0
2026-06-30,2025,Jumhouria Bank,miscellaneous_transfers,1168737.0
2026-06-30,2026,Jumhouria Bank,miscellaneous_transfers,1959343.0
2026-06-30,2025,Jumhouria Bank,personal_purposes,494569500.0
2026-06-30,2026,Jumhouria Bank,personal_purposes,338775357.0
2026-06-30,2025,Jumhouria Bank,merchants_cards,0.0
2026-06-30,2026,Jumhouria Bank,merchants_cards,850000.0
2026-06-30,2025,Aman Bank for Trade and Investment,letters_of_credit,757398494.0
2026-06-30,2026,Aman Bank for Trade and Investment,letters_of_credit,174227984.0
2026-06-30,2025,Aman Bank for Trade and Investment,miscellaneous_transfers,2621663.0
2026-06-30,2026,Aman Bank for Trade and Investment,miscellaneous_transfers,26977429.0
2026-06-30,2025,Aman Bank for Trade and Investment,personal_purposes,1779688100.0
2026-06-30,2026,Aman Bank for Trade and Investment,personal_purposes,1306529398.0
2026-06-30,2025,Aman Bank for Trade and Investment,merchants_cards,20992000.0
2026-06-30,2026,Aman Bank for Trade and Investment,merchants_cards,17050000.0
2026-06-30,2025,Wahda Bank,letters_of_credit,539013471.0
2026-06-30,2026,Wahda Bank,letters_of_credit,41898875.0
2026-06-30,2025,Wahda Bank,miscellaneous_transfers,114124228.0
2026-06-30,2026,Wahda Bank,miscellaneous_transfers,792831791.0
2026-06-30,2025,Wahda Bank,personal_purposes,401017500.0
2026-06-30,2026,Wahda Bank,personal_purposes,262793142.0
2026-06-30,2025,Wahda Bank,merchants_cards,0.0
2026-06-30,2026,Wahda Bank,merchants_cards,200000.0
2026-06-30,2025,National Commercial Bank,letters_of_credit,1122878258.0
2026-06-30,2026,National Commercial Bank,letters_of_credit,500567364.0
2026-06-30,2025,National Commercial Bank,miscellaneous_transfers,176071.0
2026-06-30,2026,National Commercial Bank,miscellaneous_transfers,75186260.0
2026-06-30,2025,National Commercial Bank,personal_purposes,777236500.0
2026-06-30,2026,National Commercial Bank,personal_purposes,510428300.0
2026-06-30,2025,National Commercial Bank,merchants_cards,2950000.0
2026-06-30,2026,National Commercial Bank,merchants_cards,100000.0
2026-06-30,2025,Nuran Bank,letters_of_credit,534738628.0
2026-06-30,2026,Nuran Bank,letters_of_credit,670584776.0
2026-06-30,2025,Nuran Bank,miscellaneous_transfers,1093150.0
2026-06-30,2026,Nuran Bank,miscellaneous_transfers,18036720.0
2026-06-30,2025,Nuran Bank,personal_purposes,263493700.0
2026-06-30,2026,Nuran Bank,personal_purposes,223073476.0
2026-06-30,2025,Nuran Bank,merchants_cards,8467076.0
2026-06-30,2026,Nuran Bank,merchants_cards,5960500.0
2026-06-30,2025,North African Bank,letters_of_credit,435757101.0
2026-06-30,2026,North African Bank,letters_of_credit,220520144.0
2026-06-30,2025,North African Bank,miscellaneous_transfers,10357702.0
2026-06-30,2026,North African Bank,miscellaneous_transfers,4026130.0
2026-06-30,2025,North African Bank,personal_purposes,249180300.0
2026-06-30,2026,North African Bank,personal_purposes,689201400.0
2026-06-30,2025,North African Bank,merchants_cards,2280000.0
2026-06-30,2026,North African Bank,merchants_cards,1995000.0
2026-06-30,2025,National Union Bank,letters_of_credit,83749192.0
2026-06-30,2026,National Union Bank,letters_of_credit,49586618.0
2026-06-30,2025,National Union Bank,miscellaneous_transfers,0.0
2026-06-30,2026,National Union Bank,miscellaneous_transfers,764060394.0
2026-06-30,2025,National Union Bank,personal_purposes,1081500.0
2026-06-30,2026,National Union Bank,personal_purposes,7905000.0
2026-06-30,2025,National Union Bank,merchants_cards,0.0
2026-06-30,2026,National Union Bank,merchants_cards,0.0
2026-06-30,2025,Andalus Bank,letters_of_credit,277192504.0
2026-06-30,2026,Andalus Bank,letters_of_credit,703961103.0
2026-06-30,2025,Andalus Bank,miscellaneous_transfers,4000000.0
2026-06-30,2026,Andalus Bank,miscellaneous_transfers,2620759.0
2026-06-30,2025,Andalus Bank,personal_purposes,96530300.0
2026-06-30,2026,Andalus Bank,personal_purposes,80614400.0
2026-06-30,2025,Andalus Bank,merchants_cards,0.0
2026-06-30,2026,Andalus Bank,merchants_cards,0.0
2026-06-30,2025,Libyan Islamic Bank,letters_of_credit,368431664.0
2026-06-30,2026,Libyan Islamic Bank,letters_of_credit,582926296.0
2026-06-30,2025,Libyan Islamic Bank,miscellaneous_transfers,2162360.0
2026-06-30,2026,Libyan Islamic Bank,miscellaneous_transfers,14230505.0
2026-06-30,2025,Libyan Islamic Bank,personal_purposes,208069610.0
2026-06-30,2026,Libyan Islamic Bank,personal_purposes,128637327.0
2026-06-30,2025,Libyan Islamic Bank,merchants_cards,1084000.0
2026-06-30,2026,Libyan Islamic Bank,merchants_cards,6504000.0
2026-06-30,2025,Yaqeen Bank,letters_of_credit,215324508.0
2026-06-30,2026,Yaqeen Bank,letters_of_credit,445808578.0
2026-06-30,2025,Yaqeen Bank,miscellaneous_transfers,6100486.0
2026-06-30,2026,Yaqeen Bank,miscellaneous_transfers,25821536.0
2026-06-30,2025,Yaqeen Bank,personal_purposes,162350100.0
2026-06-30,2026,Yaqeen Bank,personal_purposes,139793500.0
2026-06-30,2025,Yaqeen Bank,merchants_cards,1103500.0
2026-06-30,2026,Yaqeen Bank,merchants_cards,1542000.0
2026-06-30,2025,Bank of Commerce and Development,letters_of_credit,154347499.0
2026-06-30,2026,Bank of Commerce and Development,letters_of_credit,97026702.0
2026-06-30,2025,Bank of Commerce and Development,miscellaneous_transfers,33257607.0
2026-06-30,2026,Bank of Commerce and Development,miscellaneous_transfers,32265049.0
2026-06-30,2025,Bank of Commerce and Development,personal_purposes,392608600.0
2026-06-30,2026,Bank of Commerce and Development,personal_purposes,325971500.0
2026-06-30,2025,Bank of Commerce and Development,merchants_cards,343000.0
2026-06-30,2026,Bank of Commerce and Development,merchants_cards,300000.0
2026-06-30,2025,Alwaha Bank,letters_of_credit,35303419.0
2026-06-30,2026,Alwaha Bank,letters_of_credit,332636267.0
2026-06-30,2025,Alwaha Bank,miscellaneous_transfers,0.0
2026-06-30,2026,Alwaha Bank,miscellaneous_transfers,6793030.0
2026-06-30,2025,Alwaha Bank,personal_purposes,74714700.0
2026-06-30,2026,Alwaha Bank,personal_purposes,32444893.0
2026-06-30,2025,Alwaha Bank,merchants_cards,0.0
2026-06-30,2026,Alwaha Bank,merchants_cards,0.0
2026-06-30,2025,United Bank for Commerce and Investment,letters_of_credit,400772539.0
2026-06-30,2026,United Bank for Commerce and Investment,letters_of_credit,243290055.0
2026-06-30,2025,United Bank for Commerce and Investment,miscellaneous_transfers,0.0
2026-06-30,2026,United Bank for Commerce and Investment,miscellaneous_transfers,0.0
2026-06-30,2025,United Bank for Commerce and Investment,personal_purposes,450292400.0
2026-06-30,2026,United Bank for Commerce and Investment,personal_purposes,123975600.0
2026-06-30,2025,United Bank for Commerce and Investment,merchants_cards,1950000.0
2026-06-30,2026,United Bank for Commerce and Investment,merchants_cards,1650000.0
2026-06-30,2025,Sahara Bank,letters_of_credit,253327989.0
2026-06-30,2026,Sahara Bank,letters_of_credit,170038641.0
2026-06-30,2025,Sahara Bank,miscellaneous_transfers,14184275.0
2026-06-30,2026,Sahara Bank,miscellaneous_transfers,31324957.0
2026-06-30,2025,Sahara Bank,personal_purposes,224018800.0
2026-06-30,2026,Sahara Bank,personal_purposes,167074953.0
2026-06-30,2025,Sahara Bank,merchants_cards,0.0
2026-06-30,2026,Sahara Bank,merchants_cards,200000.0
2026-06-30,2025,Assaray Trade and Investment Bank,letters_of_credit,592751617.0
2026-06-30,2026,Assaray Trade and Investment Bank,letters_of_credit,316642920.0
2026-06-30,2025,Assaray Trade and Investment Bank,miscellaneous_transfers,10365920.0
2026-06-30,2026,Assaray Trade and Investment Bank,miscellaneous_transfers,11781072.0
2026-06-30,2025,Assaray Trade and Investment Bank,personal_purposes,53020900.0
2026-06-30,2026,Assaray Trade and Investment Bank,personal_purposes,38698440.0
2026-06-30,2025,Assaray Trade and Investment Bank,merchants_cards,2325000.0
2026-06-30,2026,Assaray Trade and Investment Bank,merchants_cards,1447500.0
2026-06-30,2025,First Gulf Libyan Bank,letters_of_credit,284298201.0
2026-06-30,2026,First Gulf Libyan Bank,letters_of_credit,276508424.0
2026-06-30,2025,First Gulf Libyan Bank,miscellaneous_transfers,8555487.0
2026-06-30,2026,First Gulf Libyan Bank,miscellaneous_transfers,33863937.0
2026-06-30,2025,First Gulf Libyan Bank,personal_purposes,497800.0
2026-06-30,2026,First Gulf Libyan Bank,personal_purposes,15900.0
2026-06-30,2025,First Gulf Libyan Bank,merchants_cards,0.0
2026-06-30,2026,First Gulf Libyan Bank,merchants_cards,0.0
2026-06-30,2025,Mediterranean Bank,letters_of_credit,62181202.0
2026-06-30,2026,Mediterranean Bank,letters_of_credit,42780483.0
2026-06-30,2025,Mediterranean Bank,miscellaneous_transfers,755000.0
2026-06-30,2026,Mediterranean Bank,miscellaneous_transfers,537024.0
2026-06-30,2025,Mediterranean Bank,personal_purposes,90156700.0
2026-06-30,2026,Mediterranean Bank,personal_purposes,203449400.0
2026-06-30,2025,Mediterranean Bank,merchants_cards,1400000.0
2026-06-30,2026,Mediterranean Bank,merchants_cards,1150000.0
2026-06-30,2025,Tadhamon Bank,letters_of_credit,122118475.0
2026-06-30,2026,Tadhamon Bank,letters_of_credit,171815099.0
2026-06-30,2025,Tadhamon Bank,miscellaneous_transfers,0.0
2026-06-30,2026,Tadhamon Bank,miscellaneous_transfers,0.0
2026-06-30,2025,Tadhamon Bank,personal_purposes,49076300.0
2026-06-30,2026,Tadhamon Bank,personal_purposes,43355900.0
2026-06-30,2025,Tadhamon Bank,merchants_cards,0.0
2026-06-30,2026,Tadhamon Bank,merchants_cards,50000.0
2026-06-30,2025,Libyan Foreign Bank,letters_of_credit,272600652.0
2026-06-30,2026,Libyan Foreign Bank,letters_of_credit,84260654.0
2026-06-30,2025,Libyan Foreign Bank,miscellaneous_transfers,65605991.0
2026-06-30,2026,Libyan Foreign Bank,miscellaneous_transfers,40595411.0
2026-06-30,2025,Libyan Foreign Bank,personal_purposes,0.0
2026-06-30,2026,Libyan Foreign Bank,personal_purposes,0.0
2026-06-30,2025,Libyan Foreign Bank,merchants_cards,0.0
2026-06-30,2026,Libyan Foreign Bank,merchants_cards,0.0
2026-06-30,2025,Arab Investment Islamic Bank,letters_of_credit,82323187.0
2026-06-30,2026,Arab Investment Islamic Bank,letters_of_credit,85205382.0
2026-06-30,2025,Arab Investment Islamic Bank,miscellaneous_transfers,1929564.0
2026-06-30,2026,Arab Investment Islamic Bank,miscellaneous_transfers,2721783.0
2026-06-30,2025,Arab Investment Islamic Bank,personal_purposes,2000.0
2026-06-30,2026,Arab Investment Islamic Bank,personal_purposes,3024000.0
2026-06-30,2025,Arab Investment Islamic Bank,merchants_cards,0.0
2026-06-30,2026,Arab Investment Islamic Bank,merchants_cards,0.0
2026-06-30,2025,Alwafa Bank,letters_of_credit,11939139.0
2026-06-30,2026,Alwafa Bank,letters_of_credit,72547335.0
2026-06-30,2025,Alwafa Bank,miscellaneous_transfers,0.0
2026-06-30,2026,Alwafa Bank,miscellaneous_transfers,496200.0
2026-06-30,2025,Alwafa Bank,personal_purposes,7909600.0
2026-06-30,2026,Alwafa Bank,personal_purposes,3681000.0
2026-06-30,2025,Alwafa Bank,merchants_cards,0.0
2026-06-30,2026,Alwafa Bank,merchants_cards,0.0
2026-06-30,2025,Islamic Finance Bank,letters_of_credit,0.0
2026-06-30,2026,Islamic Finance Bank,letters_of_credit,18246027.0
2026-06-30,2025,Islamic Finance Bank,miscellaneous_transfers,0.0
2026-06-30,2026,Islamic Finance Bank,miscellaneous_transfers,689657.0
2026-06-30,2025,Islamic Finance Bank,personal_purposes,0.0
2026-06-30,2026,Islamic Finance Bank,personal_purposes,0.0
2026-06-30,2025,Islamic Finance Bank,merchants_cards,0.0
2026-06-30,2026,Islamic Finance Bank,merchants_cards,0.0
2026-06-30,2025,Daman Islamic Bank,letters_of_credit,0.0
2026-06-30,2026,Daman Islamic Bank,letters_of_credit,14232305.0
2026-06-30,2025,Daman Islamic Bank,miscellaneous_transfers,0.0
2026-06-30,2026,Daman Islamic Bank,miscellaneous_transfers,650543.0
2026-06-30,2025,Daman Islamic Bank,personal_purposes,0.0
2026-06-30,2026,Daman Islamic Bank,personal_purposes,584000.0
2026-06-30,2025,Daman Islamic Bank,merchants_cards,0.0
2026-06-30,2026,Daman Islamic Bank,merchants_cards,0.0
2026-06-30,2025,Al Seraj Islamic Bank,letters_of_credit,0.0
2026-06-30,2026,Al Seraj Islamic Bank,letters_of_credit,191923.0
2026-06-30,2025,Al Seraj Islamic Bank,miscellaneous_transfers,0.0
2026-06-30,2026,Al Seraj Islamic Bank,miscellaneous_transfers,1895706.0
2026-06-30,2025,Al Seraj Islamic Bank,personal_purposes,0.0
2026-06-30,2026,Al Seraj Islamic Bank,personal_purposes,200000.0
2026-06-30,2025,Al Seraj Islamic Bank,merchants_cards,0.0
2026-06-30,2026,Al Seraj Islamic Bank,merchants_cards,0.0
2026-05-31,2025,Jumhouria Bank,letters_of_credit,696830078.0
2026-05-31,2026,Jumhouria Bank,letters_of_credit,1728602863.0
2026-05-31,2025,Jumhouria Bank,miscellaneous_transfers,1118777.0
2026-05-31,2026,Jumhouria Bank,miscellaneous_transfers,115000.0
2026-05-31,2025,Jumhouria Bank,personal_purposes,471187600.0
2026-05-31,2026,Jumhouria Bank,personal_purposes,197155757.0
2026-05-31,2025,Jumhouria Bank,merchants_cards,0.0
2026-05-31,2026,Jumhouria Bank,merchants_cards,850000.0
2026-05-31,2025,Aman Bank,letters_of_credit,667805988.0
2026-05-31,2026,Aman Bank,letters_of_credit,153084159.0
2026-05-31,2025,Aman Bank,miscellaneous_transfers,1462567.0
2026-05-31,2026,Aman Bank,miscellaneous_transfers,20080981.0
2026-05-31,2025,Aman Bank,personal_purposes,1655107000.0
2026-05-31,2026,Aman Bank,personal_purposes,1049722798.0
2026-05-31,2025,Aman Bank,merchants_cards,17042000.0
2026-05-31,2026,Aman Bank,merchants_cards,17050000.0
2026-05-31,2025,Wahda Bank,letters_of_credit,361401330.0
2026-05-31,2026,Wahda Bank,letters_of_credit,36538171.0
2026-05-31,2025,Wahda Bank,miscellaneous_transfers,114124228.0
2026-05-31,2026,Wahda Bank,miscellaneous_transfers,641195802.0
2026-05-31,2025,Wahda Bank,personal_purposes,375205800.0
2026-05-31,2026,Wahda Bank,personal_purposes,177799142.0
2026-05-31,2025,Wahda Bank,merchants_cards,0.0
2026-05-31,2026,Wahda Bank,merchants_cards,200000.0
2026-05-31,2025,National Commercial Bank,letters_of_credit,986539721.0
2026-05-31,2026,National Commercial Bank,letters_of_credit,360270848.0
2026-05-31,2025,National Commercial Bank,miscellaneous_transfers,145171.0
2026-05-31,2026,National Commercial Bank,miscellaneous_transfers,71450580.0
2026-05-31,2025,National Commercial Bank,personal_purposes,707047200.0
2026-05-31,2026,National Commercial Bank,personal_purposes,336598600.0
2026-05-31,2025,National Commercial Bank,merchants_cards,2950000.0
2026-05-31,2026,National Commercial Bank,merchants_cards,100000.0
2026-05-31,2025,North African Bank,letters_of_credit,374971498.0
2026-05-31,2026,North African Bank,letters_of_credit,194893007.0
2026-05-31,2025,North African Bank,miscellaneous_transfers,9878982.0
2026-05-31,2026,North African Bank,miscellaneous_transfers,3370179.0
2026-05-31,2025,North African Bank,personal_purposes,227240700.0
2026-05-31,2026,North African Bank,personal_purposes,548860100.0
2026-05-31,2025,North African Bank,merchants_cards,2080000.0
2026-05-31,2026,North African Bank,merchants_cards,1995000.0
2026-05-31,2025,Nuran Bank,letters_of_credit,472063084.0
2026-05-31,2026,Nuran Bank,letters_of_credit,536554366.0
2026-05-31,2025,Nuran Bank,miscellaneous_transfers,1093150.0
2026-05-31,2026,Nuran Bank,miscellaneous_transfers,17796625.0
2026-05-31,2025,Nuran Bank,personal_purposes,250395750.0
2026-05-31,2026,Nuran Bank,personal_purposes,172886753.0
2026-05-31,2025,Nuran Bank,merchants_cards,6832076.0
2026-05-31,2026,Nuran Bank,merchants_cards,5960500.0
2026-05-31,2025,Andalus Bank,letters_of_credit,243120036.0
2026-05-31,2026,Andalus Bank,letters_of_credit,600774090.0
2026-05-31,2025,Andalus Bank,miscellaneous_transfers,4000000.0
2026-05-31,2026,Andalus Bank,miscellaneous_transfers,2620759.0
2026-05-31,2025,Andalus Bank,personal_purposes,90774500.0
2026-05-31,2026,Andalus Bank,personal_purposes,64649100.0
2026-05-31,2025,Andalus Bank,merchants_cards,0.0
2026-05-31,2026,Andalus Bank,merchants_cards,0.0
2026-05-31,2025,National Union Bank,letters_of_credit,63762077.0
2026-05-31,2026,National Union Bank,letters_of_credit,38657093.0
2026-05-31,2025,National Union Bank,miscellaneous_transfers,0.0
2026-05-31,2026,National Union Bank,miscellaneous_transfers,551651783.0
2026-05-31,2025,National Union Bank,personal_purposes,1081500.0
2026-05-31,2026,National Union Bank,personal_purposes,4043000.0
