record_ark,title,authors,publisher,publication_date,year,era,document_type,document_class,is_data_source,language,subjects,is_digitised,gallica_ark,gallica_url,catalogue_url,found_by,holding_institution
cb41748276c,"[Monnaie : Tétradrachme, argent, Barké, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41748276c,Cyrénaïque,Bibliothèque nationale de France
cb417482720,"[Monnaie : Tétradrachme, argent, Barké, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417482720,Cyrénaïque,Bibliothèque nationale de France
cb41741080c,"[Monnaie : Tétradrachme, argent, Cyrène ? Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41741080c,Cyrénaïque,Bibliothèque nationale de France
cb41750495g,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750495g,Cyrénaïque,Bibliothèque nationale de France
cb41750490r,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750490r,Cyrénaïque,Bibliothèque nationale de France
cb41750501k,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Nikios (magistrat monétaire de Cyrène). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750501k,Cyrénaïque,Bibliothèque nationale de France
cb417504913,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504913,Cyrénaïque,Bibliothèque nationale de France
cb41750502x,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Nikios (magistrat monétaire de Cyrène). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750502x,Cyrénaïque,Bibliothèque nationale de France
cb41750492f,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750492f,Cyrénaïque,Bibliothèque nationale de France
cb417505038,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Nikios (magistrat monétaire de Cyrène). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417505038,Cyrénaïque,Bibliothèque nationale de France
cb41750493s,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750493s,Cyrénaïque,Bibliothèque nationale de France
cb41750504m,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Nikios (magistrat monétaire de Cyrène). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750504m,Cyrénaïque,Bibliothèque nationale de France
cb417504944,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504944,Cyrénaïque,Bibliothèque nationale de France
cb41750486h,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750486h,Cyrénaïque,Bibliothèque nationale de France
cb417505069,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Aristomédès (Magistrat monétaire). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417505069,Cyrénaïque,Bibliothèque nationale de France
cb41750496t,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Nikios (magistrat monétaire de Cyrène). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750496t,Cyrénaïque,Bibliothèque nationale de France
cb41750487v,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750487v,Cyrénaïque,Bibliothèque nationale de France
cb417504886,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504886,Cyrénaïque,Bibliothèque nationale de France
cb41750499v,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Nikios (magistrat monétaire de Cyrène). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750499v,Cyrénaïque,Bibliothèque nationale de France
cb41750489j,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750489j,Cyrénaïque,Bibliothèque nationale de France
cb41750505z,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Nikios (magistrat monétaire de Cyrène). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750505z,Cyrénaïque,Bibliothèque nationale de France
cb417505007,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Nikios (magistrat monétaire de Cyrène). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417505007,Cyrénaïque,Bibliothèque nationale de France
cb417715257,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Nikios (magistrat monétaire de Cyrène). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417715257,Cyrénaïque,Bibliothèque nationale de France
cb41750507n,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Nikios (magistrat monétaire de Cyrène). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750507n,Cyrénaïque,Bibliothèque nationale de France
cb417482453,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417482453,Cyrénaïque,Bibliothèque nationale de France
cb41748244r,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Nikios (magistrat monétaire de Cyrène). Magistrat monétaire; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0308,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41748244r,Cyrénaïque,Bibliothèque nationale de France
cb41750586s,"[Monnaie : Obole, or, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0331,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750586s,Cyrénaïque,Bibliothèque nationale de France
cb417953372,"[Monnaie : Obole, or, Barkè, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0435--0335,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417953372,Cyrénaïque,Bibliothèque nationale de France
cb417431924,"[Monnaie : 1/10 de statère, or, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0375,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417431924,Cyrénaïque,Bibliothèque nationale de France
cb41743191s,"[Monnaie : 1/10 de statère, or, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0375,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41743191s,Cyrénaïque,Bibliothèque nationale de France
cb417505080,"[Monnaie : Statère, or, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0375,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417505080,Cyrénaïque,Bibliothèque nationale de France
cb41748250p,"[Monnaie : Statère, or, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0375,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41748250p,Cyrénaïque,Bibliothèque nationale de France
cb41748249g,"[Monnaie : Statère, or, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0375,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41748249g,Cyrénaïque,Bibliothèque nationale de France
cb41750484t,"[Monnaie : Trihémiobole, or, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0375,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750484t,Cyrénaïque,Bibliothèque nationale de France
cb417504855,"[Monnaie : Trihémiobole, or, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0435--0375,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504855,Cyrénaïque,Bibliothèque nationale de France
cb41743194t,"[Monnaie : Tétradrachme, argent, Barkè-Teuchira, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire; Atelier monétaire antique (Teuchira, Cyrénaïque). Monétaire",,-0450--0350,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41743194t,Cyrénaïque,Bibliothèque nationale de France
cb41750709w,"[Monnaie : Drachme, argent, Barkè-Teuchira, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire; Atelier monétaire antique (Teuchira, Cyrénaïque). Monétaire",,-0450--0400,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750709w,Cyrénaïque,Bibliothèque nationale de France
cb417482782,"[Monnaie : Didrachme, argent, Euhespéridès, Cyrénaïque]","Atelier monétaire antique (Euhespéridès, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417482782,Cyrénaïque,Bibliothèque nationale de France
cb417431955,"[Monnaie : Drachme, argent, Barkè, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417431955,Cyrénaïque,Bibliothèque nationale de France
cb41743197v,"[Monnaie : Drachme, argent, Barkè, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41743197v,Cyrénaïque,Bibliothèque nationale de France
cb41750667s,"[Monnaie : Drachme, argent, Barké, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750667s,Cyrénaïque,Bibliothèque nationale de France
cb41750670p,"[Monnaie : Drachme, argent, Barké, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750670p,Cyrénaïque,Bibliothèque nationale de France
cb417507014,"[Monnaie : Drachme, argent, Barké, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417507014,Cyrénaïque,Bibliothèque nationale de France
cb417506711,"[Monnaie : Drachme, argent, Barké, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417506711,Cyrénaïque,Bibliothèque nationale de France
cb41750669g,"[Monnaie : Drachme, argent, Barké, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750669g,Cyrénaïque,Bibliothèque nationale de France
cb41750685q,"[Monnaie : Drachme, argent, Barké, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750685q,Cyrénaïque,Bibliothèque nationale de France
cb41750474h,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750474h,Cyrénaïque,Bibliothèque nationale de France
cb41771523j,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41771523j,Cyrénaïque,Bibliothèque nationale de France
cb417482422,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417482422,Cyrénaïque,Bibliothèque nationale de France
cb41748243d,"[Monnaie : Drachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41748243d,Cyrénaïque,Bibliothèque nationale de France
cb41750700s,"[Monnaie : Drachme, argent, Euhespéridès, Cyrénaïque]","Atelier monétaire antique (Euhespéridès, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750700s,Cyrénaïque,Bibliothèque nationale de France
cb41750699d,"[Monnaie : Drachme, argent, Euhespéridès, Cyrénaïque]","Atelier monétaire antique (Euhespéridès, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750699d,Cyrénaïque,Bibliothèque nationale de France
cb41748277q,"[Monnaie : Drachme, argent, Euhespéridès, Cyrénaïque]","Atelier monétaire antique (Euhespéridès, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41748277q,Cyrénaïque,Bibliothèque nationale de France
cb41849472z,"[Monnaie : Faux moderne. Drachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41849472z,Cyrénaïque,Bibliothèque nationale de France
cb41849471m,"[Monnaie : Faux moderne. Drachme, argent, barce, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41849471m,Cyrénaïque,Bibliothèque nationale de France
cb418494739,"[Monnaie : Faux moderne. Tétradrachme, argent, Cyrénaïque, Cyrène]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb418494739,Cyrénaïque,Bibliothèque nationale de France
cb41743196h,"[Monnaie : Hémidrachme, argent, Barkè, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41743196h,Cyrénaïque,Bibliothèque nationale de France
cb417431986,"[Monnaie : Hémidrachme, argent, Barkè, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417431986,Cyrénaïque,Bibliothèque nationale de France
cb417506951,"[Monnaie : Hémidrachme, argent, Barké, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417506951,Cyrénaïque,Bibliothèque nationale de France
cb41750475v,"[Monnaie : Hémidrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750475v,Cyrénaïque,Bibliothèque nationale de France
cb417504766,"[Monnaie : Hémidrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504766,Cyrénaïque,Bibliothèque nationale de France
cb41750477j,"[Monnaie : Hémidrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750477j,Cyrénaïque,Bibliothèque nationale de France
cb41750478w,"[Monnaie : Hémidrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750478w,Cyrénaïque,Bibliothèque nationale de France
cb417504797,"[Monnaie : Hémidrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504797,Cyrénaïque,Bibliothèque nationale de France
cb41750702g,"[Monnaie : Hémidrachme, argent, Euhespéridès, Cyrénaïque]","Atelier monétaire antique (Euhespéridès, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750702g,Cyrénaïque,Bibliothèque nationale de France
cb417504824,"[Monnaie : Obole, Argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504824,Cyrénaïque,Bibliothèque nationale de France
cb41750480f,"[Monnaie : Obole, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750480f,Cyrénaïque,Bibliothèque nationale de France
cb41750481s,"[Monnaie : Obole, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750481s,Cyrénaïque,Bibliothèque nationale de France
cb418476454,"[Monnaie : Tétradrachme, argent, Barkè, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb418476454,Cyrénaïque,Bibliothèque nationale de France
cb41750672c,"[Monnaie : Tétradrachme, argent, Barké, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750672c,Cyrénaïque,Bibliothèque nationale de France
cb41750673q,"[Monnaie : Tétradrachme, argent, Barké, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750673q,Cyrénaïque,Bibliothèque nationale de France
cb417506684,"[Monnaie : Tétradrachme, argent, Barké, Cyrénaïque]","Atelier monétaire antique (Barké, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417506684,Cyrénaïque,Bibliothèque nationale de France
cb41750472t,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750472t,Cyrénaïque,Bibliothèque nationale de France
cb417504735,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Battiades (dynastie). Autorité émettrice de monnaie présumée; Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417504735,Cyrénaïque,Bibliothèque nationale de France
cb417715226,"[Monnaie : Tétradrachme, argent, Cyrène, Cyrénaïque]","Atelier monétaire antique (Cyrène, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb417715226,Cyrénaïque,Bibliothèque nationale de France
cb41750675d,"[Monnaie : Tétradrachme, argent, Euhespéridès, Cyrénaïque]","Atelier monétaire antique (Euhespéridès, Cyrénaïque). Monétaire",,-0480--0435,,,monnaie ou médaille,coin,0,grc,Numismatique grecque; Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb41750675d,Cyrénaïque,Bibliothèque nationale de France
