record_ark,title,authors,publisher,publication_date,year,era,document_type,document_class,is_data_source,language,subjects,is_digitised,gallica_ark,gallica_url,catalogue_url,found_by,holding_institution
cb449708963,"Les attentats de paris. de copenhague. libye. irak, syrie, l'attaque du musée de tunis? ligue arabe : zzz... #hello la ligue arabe. hello ! la ligue arabe ! ça vous arrive de vous bouger ? : [dessin de presse] / Plantu",Plantu (1951-....). Dessinateur,,2015,2015,post_2011,image fixe,photograph,0,fre,"ligue arabe, terror",1,,,https://catalogue.bnf.fr/ark:/12148/cb449708963,Libye,Bibliothèque nationale de France
cb44328323c,"Les avions d'observation, de reconnaissance et d'école de la Grande guerre / illustrations, Jean Bellis ; textes, Jean Molveau","Molveau, Jean (1958-....). Auteur du texte",Cépaduès éditions (Toulouse),2015,2015,post_2011,texte imprimé,book,0,fre,Avions militaires -- 1900-1945; Guerre mondiale (1914-1918) -- Matériel,0,,,https://catalogue.bnf.fr/ark:/12148/cb44328323c,Libye,Bibliothèque nationale de France
cb44469803c,Les images du passé : roman / Barbara Taylor Bradford ; traduit de l'anglais (États-Unis) par Colette Vlérick,"Bradford, Barbara Taylor (1933-2024). Auteur du texte",Librairie générale française (Paris),2015,2015,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb44469803c,Libye,Bibliothèque nationale de France
cb443389953,Libya free : dix-huit mois à Tripoli (Nouvelle édition) Dominique Rézeau,"Rézeau, Dominique (1947-....). Auteur du texte",les Éditions de la Régence (Saint-Gilles-Croix-de-Vie),2015,2015,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb443389953,Libye,Bibliothèque nationale de France
cb44261591c,Lybia free : dix-huit mois à Tripoli / Dominique Rézeau,"Rézeau, Dominique (1947-....). Auteur du texte",les Éditions de la Régence (Saint-Gilles-Croix-de-Vie),2015,2015,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb44261591c,Libye,Bibliothèque nationale de France
cb44467923s,"Marmi di Leptis Magna : repertorio delle pietre bianche e policrome della città / Matthias Bruno, Fulvia Bianchi","Bruno, Matthias. Auteur du texte; Bianchi, Fulvia (1967-....). Auteur du texte","""L'Erma"" di Bretschneider (Roma)",2015,2015,post_2011,texte imprimé,book,0,ita,Marbre -- Leptis Magna (Libye ; ville ancienne); Leptis Magna (Libye ; ville ancienne),0,,,https://catalogue.bnf.fr/ark:/12148/cb44467923s,Libye,Bibliothèque nationale de France
cb44344101z,"Mohammed VI, le roi stabilisateur / Jean-Claude Martinez","Martinez, Jean-Claude (1945-....). Auteur du texte",Jean-Cyrille Godefroy (Paris),2015,2015,post_2011,texte imprimé,book,0,fre,Relations extérieures -- Maroc -- 1956-....; Politique et gouvernement -- Maroc -- 1999-....,0,,,https://catalogue.bnf.fr/ark:/12148/cb44344101z,Libye,Bibliothèque nationale de France
cb45658025h,"Nazione e anti-nazione. 1, il movimento nazionalista da Adua alla guerra di Libia (1896-1911) / a cura di Federico Mazzei","Mazzei, Federico (1983-....). Éditeur scientifique",Viella (Roma),2015,2015,post_2011,texte imprimé,book,0,ita,Nationalisme -- Europe -- 1870-1914; Nationalisme -- Italie -- 1870-1914; Relations extérieures -- Italie -- 1861-1915,0,,,https://catalogue.bnf.fr/ark:/12148/cb45658025h,Libia,Bibliothèque nationale de France
cb44385148p,Notabili libici e funzionari italiani : l'amministrazione coloniale in Tripolitania (1912-1919) / Simona Berhe,"Berhe, Simona (1983-....). Auteur du texte",Rubbettino (Soveria Mannelli),2015,2015,post_2011,texte imprimé,book,0,ita,Expansion territoriale -- Italie -- 1900-1945; Politique et gouvernement -- Tripolitaine (Libye) -- 1900-1945; Libye -- 1912-1951,0,,,https://catalogue.bnf.fr/ark:/12148/cb44385148p,Tripolitaine;Libye;Tripolitania,Bibliothèque nationale de France
cb45759057j,"Ptolemais in Cyrenaica : results of non-invasive surveys / edited by Piotr Jaworski and Krzysztof Misiewicz ; [english translation Aleksander Nowacki, Piotr Wroniecki]","Jaworski, Piotr. Éditeur scientifique; Misiewicz, Krzysztof (1952-....). Éditeur scientifique; Instytut archeologii (Varsovie). Éditeur scientifique",University of Warsaw. Institute of Archeology (Warsaw),2015,2015,post_2011,texte imprimé,book,0,eng,Fouilles archéologiques -- Ptolémaïs de Cyrénaïque (Libye ; ville ancienne); Ptolémaïs de Cyrénaïque (Libye ; ville ancienne),0,,,https://catalogue.bnf.fr/ark:/12148/cb45759057j,Cyrénaïque;Libye;Libia,Bibliothèque nationale de France
cb44425340d,"Qu'importe la hauteur du saut, pourvu que le parachute s'ouvre : roman à tendance policière / Martin Rouz","Rouz, Martin (1972-....). Auteur du texte",Martin Rouz (Pessac),2015,2015,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb44425340d,Libye,Bibliothèque nationale de France
cb442866066,"Quelle gouvernance et quelles institutions au Maghreb face aux enjeux géostratégiques ? / sous la direction de Camille Sari et Abderrahmane Mebtoul ; avec les contributions de Fahmi Ben Abdelkader, Zakaria Abouddahab, Kamel Almarhache... [et al.] ; [publié par l'Institut euro-maghrébin d'études et de prospectives]","Sari, Camille (1956-....). Directeur de publication; Mabtūl, ʿAbd al-Raḥmān. Directeur de publication; Institut euro-maghrébin d'études et de prospectives. Éditeur scientifique",l'Harmattan (Paris),2015,2015,post_2011,texte imprimé,book,0,fre,Gouvernance -- Afrique du Nord -- 1990-2020; Conditions économiques -- Afrique du Nord -- 1960-....; Intégration économique -- Afrique du Nord -- 1990-2020; Politique et gouvernement -- Afrique du Nord -- 1990-2020,0,,,https://catalogue.bnf.fr/ark:/12148/cb442866066,Libye,Bibliothèque nationale de France
cb44289097d,"Scientific developments from highly accurate space-time reference systems / Journées Systèmes de référence spatio-temporels, Paris, 16-18 september 2013 ; [organized by] Observatoire de Paris, Systèmes de référence temps-espace, UMR 8630-CNRS... ; edited by N. Capitaine",Journées Systèmes de référence spatio-temporels (2013 ; Paris). Auteur du texte,Observatoire de Paris (Paris),2015,2015,post_2011,texte imprimé,book,0,eng,Systèmes de référence célestes; Terre -- Rotation,0,,,https://catalogue.bnf.fr/ark:/12148/cb44289097d,Syrte,Bibliothèque nationale de France
cb44305367v,Scritti africani / Antonino Di Vita ; a cura di M. A. Rizzo Di Vita e G. Di Vita Evrard,"Di Vita, Antonino (1926-2011). Auteur du texte","""L'Erma"" di Bretschneider (Roma)",2015,2015,post_2011,texte imprimé,book,0,ita,Fouilles archéologiques -- Libye; Antiquités -- Libye,0,,,https://catalogue.bnf.fr/ark:/12148/cb44305367v,Libye,Bibliothèque nationale de France
cb45066162p,"Selling war, selling hope : presidential rhetoric, the news media, and U.S. foreign policy since 9/11 / Anthony R. DiMaggio","Dimaggio, Anthony R. (1980-....). Auteur du texte",State University of New York press (Albany),2015,2015,post_2011,texte imprimé,book,0,eng,Médias et relations internationales -- États-Unis; Communication en politique -- États-Unis; Éloquence politique -- États-Unis; Guerre contre le terrorisme (2001-2009); Printemps arabe (2010-....); Relations extérieures -- États-Unis -- 2001-2009; Relations extérieures -- États-Unis -- 2009-2017,0,,,https://catalogue.bnf.fr/ark:/12148/cb45066162p,Benghazi,Bibliothèque nationale de France
cb45097011c,"Storia della Libia contemporanea : dal dominio ottomano alla morte di Gheddafi (2a ed) Federico Cresti, Massimiliano Cricco","Cresti, Federico (1948-....). Auteur du texte; Cricco, Massimiliano (1970-....). Auteur du texte",Carocci (Roma),2015,2015,post_2011,texte imprimé,book,0,ita,Libye -- Histoire; Libye -- 1912-1951; Libye -- 1951-1969; Libye -- 1969-2011,0,,,https://catalogue.bnf.fr/ark:/12148/cb45097011c,Libye;Libia,Bibliothèque nationale de France
cb442591496,The birth of hedonism : the Cyrenaic philosophers and pleasure as a way of life / Kurt Lampe,"Lampe, Kurt (1977-....). Auteur du texte",Princeton university press (Princeton (N. J.)),2015,2015,post_2011,texte imprimé,book,0,eng,Hédonisme -- Antiquité; Cyrénaïques; Plaisir -- Antiquité,0,,,https://catalogue.bnf.fr/ark:/12148/cb442591496,Cyrénaïque,Bibliothèque nationale de France
cb45100413s,"13 hours : the secret soldiers of Benghazi / Michael Bay, réal. ; Mitchell Zuckoff, aut. adapté ; Chuck Hogan, scénario ; Lorne Balfe, comp. ; James Badge Dale, John Krasinski, Max Martini... [et al.], act.","Bay, Michael (1965-....). Réalisateur","Universal pictures video France [éd., distrib.] (Paris)",2016,2016,post_2011,image animée,film,0,eng,,0,,,https://catalogue.bnf.fr/ark:/12148/cb45100413s,Benghazi,Bibliothèque nationale de France
cb45102330k,"13 hours : the secret soldiers of Benghazi / Michael Bay, réal. ; Mitchell Zuckoff, aut. adapté ; Chuck Hogan, scénario ; Lorne Balfe, comp. ; James Badge Dale, John Krasinski, Max Martini... [et al.], act.","Bay, Michael (1965-....). Réalisateur",Paramount home entertainment France [éd.] (Boulogne-Billancourt),2016,2016,post_2011,image animée,film,0,eng,,0,,,https://catalogue.bnf.fr/ark:/12148/cb45102330k,Benghazi,Bibliothèque nationale de France
cb451023250,"13 hours : the secret soldiers of Benghazi / Michael Bay, réal. ; Mitchell Zuckoff, aut. adapté ; Chuck Hogan, scénario ; Lorne Balfe, comp. ; James Badge Dale, John Krasinski, Max Martini... [et al.], act.","Bay, Michael (1965-....). Réalisateur",Paramount home entertainment France [éd.] (Boulogne-Billancourt),2016,2016,post_2011,image animée,film,0,eng,,0,,,https://catalogue.bnf.fr/ark:/12148/cb451023250,Benghazi,Bibliothèque nationale de France
cb45179484x,"1854, un voyage en Algérie et en Libye : roman / Claude-Alain Saby","Saby, Claude-Alain (1952-....). Auteur du texte",Claude-Alain Saby (Chassieu),2016,2016,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb45179484x,Libye;Ghadamès,Bibliothèque nationale de France
cb45062904r,7 contes de Libye et d'Afrique : issus de la tradition orale / Krystin Vesterälen,"Vesterälen, Krystin (1962-....). Auteur du texte",LC éditions (Paris),2016,2016,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb45062904r,Libye,Bibliothèque nationale de France
cb453287588,"Après les indépendances : littérature, histoire et société dans le Maghreb contemporain / [co-rédactrices en chef : Florence Lhote, Elisabetta Bevilacqua]","Lhote, Florence. Rédacteur; Bevilacqua, Elisabetta. Rédacteur",Après les indépendances (Metz),2016,2016,post_2011,publication en série imprimée,serial,0,fre,Conditions sociales -- Afrique du Nord -- 1945-....; Afrique du Nord -- 1945-....,0,,,https://catalogue.bnf.fr/ark:/12148/cb453287588,Libye,Bibliothèque nationale de France
cb44521614w,"Architetture nel Mediterraneo : scritti in onore di Francesco Tomasello / a cura di N. Bonacasa, F. Buscemi, V. La Rosa","Bonacasa, Nicola (1931-2015). Éditeur scientifique; La Rosa, Vincenzo (1941-2014). Éditeur scientifique; Buscemi, Francesca (1974-....). Éditeur scientifique",Quasar (Roma),2016,2016,post_2011,texte imprimé,book,0,ita,Architecture -- Crète (Grèce) -- Histoire; Architecture -- Sicile (Italie) -- Histoire; Architecture -- Cyrénaïque (Libye) -- Histoire,0,,,https://catalogue.bnf.fr/ark:/12148/cb44521614w,Cyrénaïque;Libye,Bibliothèque nationale de France
cb45262010j,"Barbaresques. Tome 1, Algéropholies françaises : dessous de la guerre en Libye et au Mali, coup d'état en Algérie, de la religion en politique / Lounis Aggoun","Aggoun, Lounis (1956-....). Auteur du texte",Oser dire (Embourg (Belgique)),2016,2016,post_2011,texte imprimé,book,0,fre,Relations extérieures -- France -- Algérie -- 1990-2020; Relations extérieures -- Algérie -- France -- 1990-2020; Politique et gouvernement -- Algérie -- 1999-....,0,,,https://catalogue.bnf.fr/ark:/12148/cb45262010j,Libye,Bibliothèque nationale de France
cb47028030q,"Choucha, une insondable indifférence / Sophie Bachelier, Djibril Diallo, réal.","Bachelier, Sophie (1961-....). Réalisateur; Diallo, Djibril (19..-.... ; réalisateur). Réalisateur",Centre national du cinéma et de l'image animée (Paris),2016,2016,post_2011,image animée,film,0,ara,Victimes de guerre -- Tunisie; Camp de Choucha,0,,,https://catalogue.bnf.fr/ark:/12148/cb47028030q,Libye,Bibliothèque nationale de France
cb45206639n,Cirene greca e romana II / a cura di Valeria Purcaro e Oscar Mei,"Convegno di archeologia Cirenea (12 ; 2013 ; Urbino, Italie). Auteur du texte","""L'Erma"" di Bretschneider (Rome)",2016,2016,post_2011,texte imprimé,book,0,ita,Fouilles archéologiques -- Cyrène (Libye ; ville ancienne); Cyrène (Libye ; ville ancienne),0,,,https://catalogue.bnf.fr/ark:/12148/cb45206639n,Cyrénaïque;Libye,Bibliothèque nationale de France
cb450471390,Collection Patrimoines du Maghreb / dirigée par Bernadette Nadia Saou-Dufrêne,,Hermann (Paris),2016,2016,post_2011,publication en série imprimée,serial,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb450471390,Libye,Bibliothèque nationale de France
cb45169679p,"Continuity and change before and after the Arab uprisings : Morocco, Tunisia, and Egypt / edited by Paola Rivetti and Rosita Di Peri","Rivetti, Paola (1981-....). Éditeur scientifique; Di Peri, Rosita. Éditeur scientifique",Routledge (London),2016,2016,post_2011,texte imprimé,book,0,eng,Printemps arabe (2010-....); Politique et gouvernement -- Afrique du Nord -- 1990-2020,0,,,https://catalogue.bnf.fr/ark:/12148/cb45169679p,Libye,Bibliothèque nationale de France
cb45151156h,"De Leptis Magna à Derna, de la Tripolitaine à la Cyrénaïque : travaux récents sur la Libye antique / sous la direction de Vincent Michel","Michel, Vincent (1969-....). Directeur de publication; France. Mission archéologique en Libye. Éditeur scientifique",Riveneuve éditions (Paris),2016,2016,post_2011,texte imprimé,book,0,fre,Libye -- Jusqu'à 642,0,,,https://catalogue.bnf.fr/ark:/12148/cb45151156h,Tripolitaine;Cyrénaïque;Libye;Derna,Bibliothèque nationale de France
cb453824587,Destination Benghazi / Zine Lahouari,"Lahouari, Zine (1955-....). Auteur du texte",Édilivre (Saint-Denis),2016,2016,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb453824587,Benghazi,Bibliothèque nationale de France
cb45193547z,Du Cap Bon (Ras At Tib) à Ra's At Tin : Mer Méditerranée (Éd. 2) Service hydrographique et océanographique de la marine,France. Service hydrographique et océanographique de la marine. Cartographe,SHOM (Brest),2016,2016,post_2011,document cartographique,map,0,fre,"Bathymétrie; Hydrographie; Libye -- Côtes; Tunisie -- Est -- Côtes; Grèce -- Sud -- Côtes; Sicile, Île de -- Sud -- Côtes; Méditerranée, Mer -- Centre",0,,,https://catalogue.bnf.fr/ark:/12148/cb45193547z,Libye,Bibliothèque nationale de France
cb451605406,En Libye sur les traces de Jean-Raimond Pacho / Jean-Marie Blas de Roblès,"Blas de Roblès, Jean-Marie (1954-....). Auteur du texte; Pacho, Jean-Raimond (1794-1829). Auteur du texte",Plon (Paris),2016,2016,post_2011,texte imprimé,book,0,fre,"Pacho, Jean-Raimond (1794-1829) -- Voyages -- Libye; Antiquités -- Libye; Libye",0,,,https://catalogue.bnf.fr/ark:/12148/cb451605406,Tripolitaine;Cyrénaïque;Libye,Bibliothèque nationale de France
cb45189235c,Erreurs fatales : comment nos présidents ont failli face au terrorisme / Vincent Nouzille,"Nouzille, Vincent (1959-....). Auteur du texte",Fayard (Paris),2016,2016,post_2011,texte imprimé,book,0,fre,Lutte anti-terroriste -- France -- 1970-....,0,,,https://catalogue.bnf.fr/ark:/12148/cb45189235c,Libye,Bibliothèque nationale de France
cb44487245k,"Etenesh : l'odyssée d'une migrante / Paolo Castaldi ; traduction, Nathalie Baillot","Castaldi, Paolo (1982-....). Auteur du texte",des Ronds dans l'o (Vincennes),2016,2016,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb44487245k,Libye,Bibliothèque nationale de France
cb45067238b,"Femmes, printemps arabes et revendications citoyennes / sous la direction de Gaëlle Gillot, Andrea Martinez","Gillot, Gaëlle. Directeur de publication; Martinez, Andrea (1955-....). Directeur de publication; Université Mohammed V-Agdal (Rabat). Éditeur scientifique; Université Panthéon-Sorbonne (Paris). Éditeur scientifique",IRD éditions (Marseille),2016,2016,post_2011,texte imprimé,book,0,fre,Féminisme -- Pays islamiques -- 1990-2020; Droits des femmes -- Pays islamiques -- 1990-2020; Printemps arabe (2010-....),0,,,https://catalogue.bnf.fr/ark:/12148/cb45067238b,Libye,Bibliothèque nationale de France
cb45042950h,"Geschichte als Widerstand : Geschichtsschreibung und ""nation-building"" in Qad̲d̲āfīs Libyen / Jakob Krais","Krais, Jakob. Auteur du texte",Ergon Verlag (Würzburg),2016,2016,post_2011,texte imprimé,book,0,ger,"Qad̲d̲āfī, Muʿammar al- (1942-2011); Politique et gouvernement -- Libye -- 1969-2011; Libye -- 1969-2011 -- Historiographie",0,,,https://catalogue.bnf.fr/ark:/12148/cb45042950h,Libye,Bibliothèque nationale de France
cb45192181s,"Gli ammutinati delle trincee : antimilitarismo e insubordinazione dalla guerra di Libia al primo conflitto mondiale, 1911-1918 / Marco Rossi","Rossi, Marco (1956-.... ; historien). Auteur du texte",BFS edizioni (Pisa),2016,2016,post_2011,texte imprimé,book,0,ita,Guerre mondiale (1914-1918) -- Insoumis -- Italie; Guerre turco-italienne (1911-1912) -- Insoumis; Insubordination -- Italie -- 1900-1945,0,,,https://catalogue.bnf.fr/ark:/12148/cb45192181s,Libia,Bibliothèque nationale de France
cb45144179p,Hassan Djamous : le héros immortel de la guerre Tchad-Libye / Abbas Kayangar,"Kayangar, Abbas. Auteur du texte",Publibook (Saint-Denis),2016,2016,post_2011,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb45144179p,Libye,Bibliothèque nationale de France
