address_id,full,city,region,country,latitude,longitude,shabiya_ar,shabiya_en,shabiya_pcode,matched_level,matched_script,matched_on
addr-e7ce0b75e2a158514d158342b9f4db87507bb0a9,"Qom, Unit 29, 5th Floor, Talaieh Block- B1, Elahiyeh Complex 1, Number 0, Alley 2-Shahid Sajjad Rushanai, Rabbaninejad Street, Zein Aldin Municipality, 3739144673",Qom,,ir,,,,,,,,
addr-e8b5415449cbb5df9c642e6177160bc96b8feb80,"Tehran, Number 9, Bahard First, Resalat Square, Hengam Street, 1677745783",Tehran,,ir,,,,,,,,
addr-e94aeb8104258e05872bde8db40929d354f2aa27,"No. 25, Valiasr St., Azadi Sq, Tehran, Iran",,,,,,,,,,,
addr-e9b9ddd500bc180487db82dc0fadf6de9a4cc267,"Tehran, Ghorb-e Ghaem Building, Valiasr St., Azizi Blvd., Azadi Sq.",Tehran,,ir,,,,,,,,
addr-ea20ee0309c04550d088b132b8cef45af03693dc,"Tehran, No. 25, Valiasr Jonoobi, Azizi Street, Azadi Sq. NE",Tehran,,ir,,,,,,,,
addr-ebd342af274b7426d74bd61c404dd6cda61c63ba,Tehran,Tehran,,ir,,,,,,,,
addr-ec6abe0175d6b20295481129d46331a3fca043b4,チュニジアに支援ネットワークあり,,,,,,,,,,,
addr-ecbbdad08f56229d009ea5e051bde367044b97cb,Afghanistan (as at June 2025),,,,,,,,,,,
addr-ed18ba492d261d3626191015b496c9deec49de9f,"Vanak Square, Mollasadra Street, next to Shad Avenue, Number 4, Tehran, Iran",,,,,,,,,,,
addr-ed4fd793b8a0b4d90babaa915ec08b908f6479c9,（推定される状況・居住地：オマーン国）,,,,,,,,,,,
addr-ee1151cd4c910895e40772b4a0e47c3a3affa9f4,Damascus,Damascus,,sy,,,,,,,,
addr-eff3100415cdc74649d54d7f11379a6e3052e779,"16765-34, Tehran, IRAN (ISLAMIC REPUBLIC OF)",Tehran,,ir,,,,,,,,
addr-f06834d4bc0566e5fb4edeaef7969885f2b2021a,"Libya (Believed status/location: restricted freedom of movement in Zintan, Libya)",,,,,,الجبل الغربي,Jabal al Gharbi,LY0216,romanisation,latin,zintan
addr-f0abaeacb977890a8cefa29ac9d6dec68cb468ea,"Tehran, No. 319 Shahid Bahonar Street",Tehran,,ir,,,,,,,,
addr-f119f8679c337f22f92a38a9cf6a11cdb5dc9178,United Arab Emirates,,,ae,,,,,,,,
addr-f144125bfb2f3f60596184b5149b258fcfb4aac3,"7, Building 110, Suite 5, Pasdaran Street, Tehran, Iran",,,,,,,,,,,
addr-f2b300af17fa6334beacbb1b62efff7749554a7d,"Tehran, Shishesh Mina Street, Karaj Special Road",Tehran,,ir,,,,,,,,
addr-f3591e954a4e9e92563f34ef3905c14baf260469,"Tehran, Number 3, Kagzar Alley, Shahid Hedayeti Avenue, Shahid Soleimani Expressway, 1675646611",Tehran,,ir,,,,,,,,
addr-f371f8ce73392d8a3c7ad3dc25b5933ffb04798c,"Tehran, No 25, Valiasr St., Azadi Sq., IRAN (ISLAMIC REPUBLIC OF)",Tehran,,ir,,,,,,,,
addr-f46c21e7e2836c2e8f3b167b265fd402d754ec2d,"Tehran, 121, First Golestan Street, Pasdaran, 65916, IRAN (ISLAMIC REPUBLIC OF)",Tehran,Tehran Province,ir,,,,,,,,
addr-f497ac1b3b7860c5c14ef080e2fc0bc6e779d088,"Esfahan, P.O. Box 81465-935, IRAN (ISLAMIC REPUBLIC OF)",Esfahan,,ir,,,,,,,,
addr-f4d45b152d03023820a75461cca80a004f42a960,"Tehran, No. 18, Iranian Building, 14th Alley, Ahmad Qassir Street, Argentina Square",Tehran,,ir,,,,,,,,
addr-f6c346ad7f659c598175071ff2f91d88b537c317,Midlands,Midlands,,gb,,,,,,,,
addr-f89069f74f3284143d212df4823afdcef271189c,"Residencial Las Colinas, Calle de los Cerros, Casa 330, Managua",Managua,,ni,,,,,,,,
addr-fa0ef8b8da4f14b349c3cdc742f0b49a5fbc8667,"Sadouq Street – No 5 (Mr Engineer Azad – Iran Concrete Association), 1461934358, IRAN (ISLAMIC REPUBLIC OF)",,,ir,,,,,,,,
addr-fa8d5d234caf2aa5096c65a48a535bfa2b5f2f6a,"20 Km Dargahan-to-Loft Road, Qeshm Island, Hormozgan",,,ir,,,,,,,,
addr-fadb0043e251cd6015634ebf81877507712724b4,"Room 29, Ground Floor, Executive Suite L1, Sharjah, Sharjah",Sharjah,,ae,,,,,,,,
addr-fd79427fdf2a1341fb2d7f36f436bc0a5d259132,"Al-Zubairi Street, Sana'a",Sana'a,,ye,,,,,,,,
addr-fdcdfe46e014ce988bb38d17cd0684f6fb5bc69d,"Tehran, Mehrabad International Airport, between Terminals No. 4 and 6",Tehran,,ir,,,,,,,,
addr-ff5e768d7c8581d05870dca3da67955833c8c35d,"Zanjan, No. 45, 4th Street, Amir Alame Ghazanfarian Avenue, Etemadiyeh",Zanjan,,ir,,,,,,,,
addr-ffae87e86e08aadff078fb1ace6e979f289e3d4f,"D 142, Floor: 14, No: 12B, Blok: A, Orucreis Area, Tekstilkent Plaza, 34235 Esenler, Istanbul",Istanbul,,tr,,,,,,,,
