issue_id,issue_number,issue_year,issue_date,page,decision_kind,issuing_body,decision_number,decision_year,subject,act_ar,act_en,is_appointment,signed_gregorian,signed_hijri,issued_at,issued_at_shabiya_ar,issued_at_shabiya_en,issued_at_shabiya_pcode,office_scope,office_shabiya_ar,office_shabiya_en,office_shabiya_pcode,office_place_matched_on,publishing_authority,source_document,source_sha256,printed_in_issues
42314,7,3,2025-12-22,5,قرار,جملس النواب,1,2025,تشكيل جلنة وحتديد مهامها,تشكيل,committee_formation,1,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد السابع من الجريدة الرسمية - السنة الثالثة,f3a9211d56f5bd917d74e670d6299430afded4535c75bf3c6a5f76fdc276441d,2
42314,7,3,2025-12-22,7,قرار,جملس النواب,4,2025,تشكيل جلنة، وحتديد مهامها,تشكيل,committee_formation,1,2025-11-26,,,,,,national,,,,,House of Representatives,العدد السابع من الجريدة الرسمية - السنة الثالثة,f3a9211d56f5bd917d74e670d6299430afded4535c75bf3c6a5f76fdc276441d,2
42580,8,3,2025-12-29,3,قانون,,3,2025,اعتماد خطة التنمية لسنوات 2025 – 2026 – 2027م,,,0,,,,,,,national,,,,,House of Representatives,العدد الثامن من الجريدة الرسمية - السنة الثالثة,5964b1e2a3067a76e358197d389a91833db93467d2de349f8f1ee6a91767d28f,1
42580,8,3,2025-12-29,6,قانون,,4,2025,اعتماد ميزانية التنمية لسنة 2025م,,,0,,,,,,,national,,,,,House of Representatives,العدد الثامن من الجريدة الرسمية - السنة الثالثة,5964b1e2a3067a76e358197d389a91833db93467d2de349f8f1ee6a91767d28f,1
42580,8,3,2025-12-29,10,قرار,رئيس جملس النواب,91,2025,تشكيل جلنة، وحتديد مهامها,تشكيل,committee_formation,1,2025-11-12,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثامن من الجريدة الرسمية - السنة الثالثة,5964b1e2a3067a76e358197d389a91833db93467d2de349f8f1ee6a91767d28f,1
42580,8,3,2025-12-29,12,قرار,جلنة حمرري العقود,1,2023,قيد ونقل وإلغاء قيد حمرري العقود,,,0,,,,,,,national,,,,,House of Representatives,العدد الثامن من الجريدة الرسمية - السنة الثالثة,5964b1e2a3067a76e358197d389a91833db93467d2de349f8f1ee6a91767d28f,1
43371,1,4,2026-04-01,3,قانون,,1,2026,اعتماد جدول مرتبات، وعالوات منتسبي القوات املسلحة العربية الليبية,,,0,,,,,,,national,,,,,House of Representatives,العدد الأول من الجريدة الرسمية - السنة الرابعة,adceb7fec78c3a072cb067fc200e91b66eaea3cb4d3e82308da33b8a392e417b,1
43371,1,4,2026-04-01,8,قرار,جملس النواب,3,2026,ختصيص ميزانية للمفوضية الوطنية العليا لالنتخابات,,,0,,,,,,,national,,,,,House of Representatives,العدد الأول من الجريدة الرسمية - السنة الرابعة,adceb7fec78c3a072cb067fc200e91b66eaea3cb4d3e82308da33b8a392e417b,1
43371,1,4,2026-04-01,12,قرار,جملس النواب,4,2026,تسمية أعضاء املفوضية الوطنية العليا لالنتخابات,تسمية,naming,1,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الأول من الجريدة الرسمية - السنة الرابعة,adceb7fec78c3a072cb067fc200e91b66eaea3cb4d3e82308da33b8a392e417b,1
43375,2,4,2026-04-05,3,قرار,جملس النواب,5,2026,تشكيل جلنة وحتديد مهامها,تشكيل,committee_formation,1,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثاني من الجريدة الرسمية - السنة الرابعة,468f5c84d8090cf41c57c1313d98f703e44b5a06acf86e1d61d5c2b61927d4e9,1
43375,2,4,2026-04-05,4,قرار,جملس النواب,6,2026,تعديل حكم يف القرار رقم (5) لسنة 2023م,,,0,,,,,,,national,,,,,House of Representatives,العدد الثاني من الجريدة الرسمية - السنة الرابعة,468f5c84d8090cf41c57c1313d98f703e44b5a06acf86e1d61d5c2b61927d4e9,1
43375,2,4,2026-04-05,4,,,,,تعيني مستشارين باحملكمة العليا,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثاني من الجريدة الرسمية - السنة الرابعة,468f5c84d8090cf41c57c1313d98f703e44b5a06acf86e1d61d5c2b61927d4e9,1
43375,2,4,2026-04-05,5,قرار,رئيس جملس النواب,114,2025,تشكيل جلنة الصداقة الربملانية الليبية الربيطانية,تشكيل,committee_formation,1,2025-12-31,,بنغازي,بنغازي,Benghazi,LY0103,bilateral,,,,,House of Representatives,العدد الثاني من الجريدة الرسمية - السنة الرابعة,468f5c84d8090cf41c57c1313d98f703e44b5a06acf86e1d61d5c2b61927d4e9,1
43375,2,4,2026-04-05,6,قرار,جملس الوزراء,169,2025,,,,0,2026-04-22,,,,,,national,,,,,House of Representatives,العدد الثاني من الجريدة الرسمية - السنة الرابعة,468f5c84d8090cf41c57c1313d98f703e44b5a06acf86e1d61d5c2b61927d4e9,1
43868,3,4,2026-04-26,7,قانون,,6,1982,,,,0,,,,,,,national,,,,,House of Representatives,العدد الثالث من الجريدة الرسمية – السنة الرابعة الصادر في السادس و العشرين من شهر ابريل 2026.م,b7fb03f74a20822a9e5b9575312f696cda103498d26076240313a38c80323ce1,4
43868,3,4,2026-04-26,19,قانون,,5,2023,,,,0,,,,,,,national,,,,,House of Representatives,العدد الثالث من الجريدة الرسمية – السنة الرابعة الصادر في السادس و العشرين من شهر ابريل 2026.م,b7fb03f74a20822a9e5b9575312f696cda103498d26076240313a38c80323ce1,3
44743,6,4,2026-06-04,3,قرار,قيد جلنة حمرري العقود,15,2025,قيد ونقل وإلغاء قيد حمرري عقود,,,0,,,,,,,national,,,,,House of Representatives,العدد السادس من الجريدة الرسمية - السنة الرابعة,0488c937dd2a3c6991975a9a099b9ebd9a9616ef35a363c3613118753b06a44b,1
44743,6,4,2026-06-04,6,قرار,قيد جلنة حمرري العقود,16,2025,قيد وإلغاء قيد حمرري عقود,,,0,,,,,,,national,,,,,House of Representatives,العدد السادس من الجريدة الرسمية - السنة الرابعة,0488c937dd2a3c6991975a9a099b9ebd9a9616ef35a363c3613118753b06a44b,1
44743,6,4,2026-06-04,7,قرار,قيد جلنة حمرري العقود,17,2025,قيد وإلغاء قيد حمرري عقود,,,0,,,,,,,national,,,,,House of Representatives,العدد السادس من الجريدة الرسمية - السنة الرابعة,0488c937dd2a3c6991975a9a099b9ebd9a9616ef35a363c3613118753b06a44b,1
44743,6,4,2026-06-04,9,قرار,قيد جلنة حمرري العقود,18,2025,قيد وإلغاء قيد حمرري عقود,,,0,2026-06-07,,,,,,national,,,,,House of Representatives,العدد السادس من الجريدة الرسمية - السنة الرابعة,0488c937dd2a3c6991975a9a099b9ebd9a9616ef35a363c3613118753b06a44b,1
45956,7,4,2026-06-09,5,قانون,,32,2023,,,,0,,,,,,,national,,,,,House of Representatives,العدد السابع من الجريدة الرسمية - السنة الرابعة,756a2652fa27e26062f1e37367006f8c21e65d77b08520c53c94a9ac83b1327a,1
46675,10,4,2026-08-09,9,قانون,,23,2010,,,,0,2026-06-28,,,,,,national,,,,,House of Representatives,العدد العاشر من الجريدة الرسمية - السنة الرابعة,a7f04f5597dd722ff508f47e640c8a2d31372e8c85a5441c3bce79f9ff3d23c0,1
